B11,B12,B2,B3,B4,B8,EVI,NDVI,NDWI,SAVI,date,lat,lon
3230,2192,784,1190,1208,3316,1.1248665955176094,0.4659593403339386,-0.4718153476715088,0.6988617526798542,2026-04-08,30.90455291417864,74.60768666171342
2431,1768,673,992,1320,2345,0.4910414870173421,0.2796725928783417,-0.40545400977134705,0.4194516437048152,2026-04-08,30.93693014556208,74.57405717033691
2737,2298,1141,1447,1621,2620,0.6590579232088666,0.2355576455593109,-0.2884189784526825,0.35329482494400566,2026-04-08,30.956113530518316,74.65249723357155
2359,2193,1297,1501,1700,1919,0.22884012539184953,0.06051395460963249,-0.12222222238779068,0.09075839204309988,2026-04-08,30.92715131426231,74.62120136705319
2070,1205,310,561,460,3054,1.8581661891117478,0.7381901144981384,-0.6896265745162964,1.1071276141698676,2026-04-08,30.929891469201372,74.6327044543122
2485,1795,720,1041,1060,2836,1.1693442191203582,0.4558521509170532,-0.46298685669898987,0.6836904914667009,2026-04-08,30.934310014064582,74.6012846228909
1919,1164,373,603,539,2729,1.7290383704405496,0.6701346635818481,-0.6380552053451538,1.0050481872418542,2026-04-08,30.929876497771275,74.62747092581624
2347,1931,1083,1343,1437,2512,0.8921161825726142,0.27222082018852234,-0.3032425343990326,0.40827952905431064,2026-04-08,30.928113254437978,74.64213153590289
2386,1608,505,880,897,2887,1.109871723368656,0.5258985161781311,-0.5327847003936768,0.7887435592548553,2026-04-08,30.934382013212776,74.6253599251831
2142,1453,548,959,1128,2560,0.6859551638244875,0.3882863223552704,-0.45495879650115967,0.58235054900366,2026-04-08,30.926345562295907,74.65574495457749
2297,1693,565,880,1060,2325,0.7109137911655614,0.37370753288269043,-0.4508580267429352,0.5604785112981834,2026-04-08,30.89382519632875,74.64225911121832
2229,1606,605,960,1292,2210,0.42300248824993086,0.26213592290878296,-0.3943217694759369,0.3931477516059957,2026-04-08,30.954336630509093,74.66297351819361
2770,2347,1170,1482,1689,2592,0.5712297570850202,0.21093203127384186,-0.2724595069885254,0.3163610884035969,2026-04-08,30.953261717774538,74.60225290701702
2594,2282,1387,1706,1895,2477,0.4222899434044406,0.1331198513507843,-0.1843174695968628,0.19965694682675816,2026-04-08,30.957842091521222,74.6252683915301
2382,1695,626,949,964,2742,1.1599686847599164,0.47976255416870117,-0.48577621579170227,0.7195467422096318,2026-04-08,30.91639179765234,74.64531488565802
2596,1884,705,1055,1542,2279,0.2950596524941949,0.19288145005702972,-0.36712658405303955,0.2892843124427581,2026-04-08,30.92977894740629,74.59502313923898
2627,1779,778,1219,1540,2829,0.516840417000802,0.29503318667411804,-0.39772728085517883,0.44249914177823546,2026-04-08,30.943283717136218,74.58554445773727
2506,1677,623,972,900,3338,1.4988319193409567,0.5752713680267334,-0.5489559173583984,0.8628052377020172,2026-04-11,30.909029061395934,74.5961570298781
2380,1704,553,841,851,2878,1.3205211726384363,0.5435773730278015,-0.5477278828620911,0.815256736827993,2026-04-11,30.929879509001832,74.62851763120194
2604,1982,846,1097,1140,2949,1.3127721335268505,0.44240644574165344,-0.4577360451221466,0.6635285487223377,2026-04-11,30.947805281468618,74.58866567341316
3239,2289,903,1321,1355,3446,1.0880424601935685,0.43553426861763,-0.44577303528785706,0.6532333645735708,2026-04-11,30.90455291417864,74.60768666171342
2635,1984,749,1056,1402,2399,0.4798344402733661,0.26229938864707947,-0.3887120187282562,0.3933973431540182,2026-04-11,30.93693014556208,74.57405717033691
2902,2529,1329,1631,1823,2806,0.6505625413633355,0.21235688030719757,-0.26481857895851135,0.31850091802570474,2026-04-11,30.956113530518316,74.65249723357155
2545,2381,1480,1673,1868,2138,0.30040053404539385,0.06739889830350876,-0.12201521545648575,0.10108573567952077,2026-04-11,30.92715131426231,74.62120136705319
2254,1420,390,671,628,3143,1.5770002508151493,0.6669318675994873,-0.6481384634971619,1.0002651464934376,2026-04-11,30.929891469201372,74.6327044543122
2606,1929,806,1151,1181,3001,1.1254019292604502,0.43519845604896545,-0.44556841254234314,0.6527196652719666,2026-04-11,30.934310014064582,74.6012846228909
2133,1428,465,725,719,2834,1.4440802949610814,0.5952715873718262,-0.5925821661949158,0.8927817644575771,2026-04-11,30.929876497771275,74.62747092581624
2577,2188,1217,1493,1613,2696,0.8337182448036952,0.25133442878723145,-0.28718072175979614,0.376957883745214,2026-04-11,30.928113254437978,74.64213153590289
2541,1815,578,963,1043,2977,0.9865333605386656,0.4810945391654968,-0.5111675262451172,0.7215520457654521,2026-04-11,30.934382013212776,74.6253599251831
2506,1860,683,1071,1406,2504,0.4717710750193349,0.2808184027671814,-0.4008391499519348,0.4211737629459148,2026-04-11,30.926345562295907,74.65574495457749
3023,2383,866,1237,1535,2802,0.5740304458137007,0.29213741421699524,-0.38747215270996094,0.4381556195965418,2026-04-11,30.89382519632875,74.64225911121832
2562,1938,748,1089,1487,2298,0.3613437889859205,0.214266836643219,-0.35695305466651917,0.3213578127063796,2026-04-11,30.954336630509093,74.66297351819361
2871,2491,1301,1598,1820,2726,0.5823370613189356,0.19929608702659607,-0.260869562625885,0.2989112504124052,2026-04-11,30.953261717774538,74.60225290701702
2727,2433,1495,1788,1994,2635,0.4730627306273063,0.13847483694553375,-0.19149897992610931,0.2076898153148288,2026-04-11,30.957842091521222,74.6252683915301
2609,1977,782,1108,1158,2905,1.0948859363248935,0.4299778342247009,-0.44779467582702637,0.6448874123292728,2026-04-11,30.91639179765234,74.64531488565802
3084,2391,906,1278,1808,2621,0.3044943820224719,0.18356287479400635,-0.3444472849369049,0.2753132407720962,2026-04-11,30.92977894740629,74.59502313923898
2867,2030,843,1262,1641,2917,0.4952262671737949,0.27994734048843384,-0.39602774381637573,0.4198749588680487,2026-04-11,30.943283717136218,74.58554445773727
