system:index,B11,B12,B2,B3,B4,B8,EVI,NDVI,NDWI,SAVI,date,lat,lon,.geo
20230520T045701_20230520T050828_T45RUJ_2_10_0,3939,3148,1529,2019,2198,3732,0.7032181168057211,0.25868466,-0.29786125,0.3879942669252171,2023-05-20,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20230522T044709_20230522T045105_T45RUK_2_27_0,4584,3974,2376,2718,2792,4228,1.1357165453970262,0.2045584,-0.2173913,0.3068157538636849,2023-05-22,26.705622720054997,85.51189613417614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.51189613417614,26.705622720054997]}"
20230522T044709_20230522T045105_T45RVJ_2_25_0,3902,2846,1530,1886,1762,4094,1.8264411027568923,0.39822406,-0.36923078,0.5972850678733032,2023-05-22,26.116680375417918,86.7750022002761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.7750022002761,26.116680375417918]}"
20230522T044709_20230522T045105_T45RVJ_2_33_0,3667,2565,1525,1950,1656,4856,2.384145432871405,0.49140048,-0.4269762,0.7370441458733206,2023-05-22,26.156488208495432,86.41653356233715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.41653356233715,26.156488208495432]}"
20230522T044709_20230522T045105_T45RWJ_2_3_0,4907,4190,2578,2830,3024,4272,1.0123296560674886,0.17105263,-0.20304139,0.25656136503803195,2023-05-22,26.205176723839898,87.64226357976696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.64226357976696,26.205176723839898]}"
20230522T044709_20230522T045105_T45RWJ_2_37_0,3742,2775,1878,2122,2020,4034,2.432367149758454,0.33267263,-0.31059128,0.4989677099677925,2023-05-22,25.94916546407544,87.3264548683133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.3264548683133,25.94916546407544]}"
20230522T044709_20230522T050125_T44RRN_2_2_0,5455,5048,2416,2944,3510,4240,0.2541428770366244,0.09419355,-0.1804009,0.1412812076640217,2023-05-22,25.110392004683597,84.74849862252218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74849862252218,25.110392004683597]}"
20230522T044709_20230522T050125_T44RRN_2_15_0,4102,3374,1750,2138,2158,4372,1.319113441372736,0.33905053,-0.34316435,0.5085368654773754,2023-05-22,24.78773142793995,85.03161554260646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161554260646,24.78773142793995]}"
20230522T044709_20230522T050125_T44RRN_2_19_0,4734,4046,2042,2396,2770,3730,0.4765687053216839,0.14769231,-0.21776037,0.22152142142912085,2023-05-22,25.042613892193966,84.63446371941521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63446371941521,25.042613892193966]}"
20230522T044709_20230522T050125_T44RRN_2_30_0,5049,4332,2182,2568,2982,4104,0.498046875,0.1583404,-0.23021583,0.23749382628942356,2023-05-22,24.929606131476618,84.63796351056507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63796351056507,24.929606131476618]}"
20230522T044709_20230522T050125_T44RRN_2_43_0,4462,3694,1976,2382,2516,4200,0.9403618494527586,0.2507445,-0.27620783,0.3760887366932182,2023-05-22,24.82698288339234,84.90503285047747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90503285047747,24.82698288339234]}"
20230522T044709_20230522T050125_T44RRN_2_45_0,4284,3657,1667,1930,2114,3118,0.7604908347220118,0.19189602,-0.23534073,0.2878165312947922,2023-05-22,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}"
20230522T044709_20230522T050125_T44RRN_2_48_0,4808,4072,1878,2324,2464,4276,0.9103697749196142,0.26884273,-0.29575756,0.403234181440546,2023-05-22,24.976795211066857,84.62985290020244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62985290020244,24.976795211066857]}"
20230522T044709_20230522T050125_T44RRP_2_10_0,4470,3589,1410,1971,2226,4168,0.6985611510791367,0.30372223,-0.35787588,0.4555477363359137,2023-05-22,25.89964766774224,85.00849408045715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00849408045715,25.89964766774224]}"
20230522T044709_20230522T050125_T45RTH_2_2_0,5503,5076,2402,2898,3474,4212,0.2619994319795513,0.09601874,-0.18481013,0.14401873414427893,2023-05-22,25.110392977465306,84.74857373563094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74857373563094,25.110392977465306]}"
20230522T044709_20230522T050125_T45RTH_2_15_0,3842,3133,1682,2028,2044,4324,1.4343231001509813,0.3580402,-0.36146095,0.5370181361388082,2023-05-22,24.78770995034834,85.03161154138597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161154138597,24.78770995034834]}"
20230522T044709_20230522T050125_T45RTH_2_19_0,4768,4072,2004,2390,2738,3714,0.4772149423039312,0.15127093,-0.21690695,0.22688880278961643,2023-05-22,25.042635625377436,84.63448305540332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63448305540332,25.042635625377436]}"
20230522T044709_20230522T050125_T45RTH_2_30_0,5124,4391,2160,2544,2974,4018,0.4608864559420801,0.1493135,-0.22462665,0.22395423668215947,2023-05-22,24.929593007845224,84.6379330931922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6379330931922,24.929593007845224]}"
20230522T044709_20230522T050125_T45RTH_2_43_0,4455,3727,1944,2366,2522,4148,0.8647096362476069,0.24377811,-0.27356464,0.3656397571396447,2023-05-22,24.82697615906361,84.90506623201334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90506623201334,24.82697615906361]}"
20230522T044709_20230522T050125_T45RTH_2_45_0,4286,3665,1676,1932,2156,3144,0.7035032754201083,0.18641509,-0.23877068,0.27959626450334873,2023-05-22,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}"
20230522T044709_20230522T050125_T45RTH_2_48_0,4681,3837,1938,2358,2550,4076,0.7878975629904998,0.23030487,-0.26701897,0.34543122311929375,2023-05-22,24.976852680933213,84.62990100252732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62990100252732,24.976852680933213]}"
20230522T044709_20230522T050125_T45RTJ_2_10_0,4567,3679,1570,2136,2410,4140,0.6336067975388221,0.26412213,-0.31931165,0.3961529654224868,2023-05-22,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20230522T044709_20230522T050125_T45RUH_2_15_0,3853,3124,1556,1938,1958,4392,1.3609930664280923,0.3833071,-0.38767773,0.5749153609951972,2023-05-22,24.78770995034834,85.03161154138597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161154138597,24.78770995034834]}"
20230522T044709_20230522T050125_T45RUH_2_16_0,4989,4399,2062,2504,2964,3846,0.35760622770029193,0.12951542,-0.21133858,0.19425886498788636,2023-05-22,25.299303730950914,85.68922558546221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.68922558546221,25.299303730950914]}"
20230522T044709_20230522T050125_T45RUH_2_24_0,4118,3397,2086,2506,2914,4022,0.4725349709996588,0.15974624,-0.2322304,0.23960210480790023,2023-05-22,25.004128654816142,85.82941266326443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.82941266326443,25.004128654816142]}"
20230522T044709_20230522T050125_T45RUH_2_35_0,5128,4573,2036,2512,3028,3718,0.26069215656641986,0.10228284,-0.19357945,0.15341288075298304,2023-05-22,24.89651322225655,85.32109719239186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.32109719239186,24.89651322225655]}"
20230522T044709_20230522T050125_T45RUH_2_36_0,5212,4319,2224,2854,3536,4280,0.2109561075195645,0.095189355,-0.19988786,0.1427748992515832,2023-05-22,24.728382608659693,85.50753287459847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.50753287459847,24.728382608659693]}"
20230522T044709_20230522T050125_T45RUJ_2_7_0,4192,3479,2278,2504,2487,4192,2.0997536945812807,0.25527772,-0.2520908,0.38288794071412535,2023-05-22,25.90929185415298,85.17925231149755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17925231149755,25.90929185415298]}"
20230522T044709_20230522T050125_T45RUJ_2_8_0,4563,4054,2416,2832,3003,4160,0.7126139443212615,0.1615245,-0.18993135,0.24226984016193204,2023-05-22,25.9678651401917,85.71686242447636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.71686242447636,25.9678651401917]}"
20230522T044709_20230522T050125_T45RUJ_2_10_0,4393,3624,2164,2450,2537,3956,1.2029501525940998,0.21854305,-0.2350921,0.3277893277893278,2023-05-22,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20230522T044709_20230522T050125_T45RUJ_2_16_0,4837,4368,2244,2560,2910,3750,0.47934261584113214,0.12612613,-0.18858954,0.18917498686284812,2023-05-22,25.299303730950914,85.68922558546221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.68922558546221,25.299303730950914]}"
20230522T044709_20230522T050125_T45RUJ_2_26_0,4422,3988,2450,2764,3020,3642,0.4589728453364817,0.09336536,-0.137059,0.1400375234521576,2023-05-22,25.687781778645725,85.42932579438074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.42932579438074,25.687781778645725]}"
20230522T044709_20230522T050125_T45RUJ_2_28_0,3948,2981,1802,2104,1968,4396,2.2565055762081783,0.38152105,-0.3526154,0.5722366250294604,2023-05-22,25.93664004439994,85.7389690164764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.7389690164764,25.93664004439994]}"
20230522T044709_20230522T050125_T45RUJ_2_38_0,5606,5225,2360,2766,3164,4204,0.4736746219712151,0.14115092,-0.20631278,0.21171201737124246,2023-05-22,26.127647475224002,86.02547942897066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.02547942897066,26.127647475224002]}"
20230522T044709_20230522T050125_T45RUJ_2_46_0,4190,3579,2142,2414,2620,3588,0.7459926017262639,0.15592784,-0.19560146,0.23387291616332445,2023-05-22,25.424024059297427,85.22726943789075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.22726943789075,25.424024059297427]}"
20230522T044709_20230522T050125_T45RVH_2_18_0,4021,3032,816,1475,1139,6324,1.8415257849126296,0.6947608,-0.62174636,1.0420714142158505,2023-05-22,25.045662488345815,86.82745542085473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.82745542085473,25.045662488345815]}"
20230522T044709_20230522T050125_T45RVH_2_21_0,4885,4299,1566,2236,2526,4332,0.5830320247933884,0.26334208,-0.31912303,0.39498432601880873,2023-05-22,25.115300099257308,87.0191935082139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.0191935082139,25.115300099257308]}"
20230522T044709_20230522T050125_T45RVH_2_34_0,4233,3168,1282,1857,2054,4135,0.7600438276113952,0.33624172,-0.38017356,0.5043218353663462,2023-05-22,25.05959631089119,86.60485417027094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.60485417027094,25.05959631089119]}"
20230522T044709_20230522T050125_T45RVH_2_49_0,4650,4557,2066,2698,3188,3559,0.12894480745168915,0.0549874,-0.13760588,0.08247499073731011,2023-05-22,25.308008774376134,86.16604545464368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.16604545464368,25.308008774376134]}"
20230522T044709_20230522T050125_T45RVJ_2_1_0,4458,3735,2116,2462,2548,4148,1.1213905242500701,0.23894863,-0.2550681,0.3583961771074442,2023-05-22,25.639229604428664,86.56052872090477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.56052872090477,25.639229604428664]}"
20230522T044709_20230522T050125_T45RVJ_2_6_0,4602,3772,2168,2508,2584,4172,1.1618378694761486,0.23505032,-0.2491018,0.3525493968770813,2023-05-22,25.756519303883366,86.4274766105735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.4274766105735,25.756519303883366]}"
20230522T044709_20230522T050125_T45RVJ_2_9_0,2434,2332,2510,2930,3126,2698,-0.4068441064638783,-0.07348901,0.04122246,-0.11022405356682977,2023-05-22,25.652898925433398,86.542146823988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.542146823988,25.652898925433398]}"
20230522T044709_20230522T050125_T45RVJ_2_11_0,3340,2588,1724,1852,1944,3298,1.6650270536153466,0.25829837,-0.2807767,0.3874105865522174,2023-05-22,25.741058031954445,86.64899053957265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.64899053957265,25.741058031954445]}"
20230522T044709_20230522T050125_T45RVJ_2_25_0,3757,2780,1844,2084,1948,3818,2.7877161598091833,0.32431495,-0.2937987,0.48643024364866033,2023-05-22,26.116680375417918,86.7750022002761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.7750022002761,26.116680375417918]}"
20230522T044709_20230522T050125_T45RVJ_2_31_0,3910,2999,1930,2246,2084,4424,2.3838630806845966,0.35955748,-0.32653674,0.539294768379811,2023-05-22,25.86374600366304,86.8357668367509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.8357668367509,25.86374600366304]}"
20230522T044709_20230522T050125_T45RVJ_2_33_0,3553,2514,1800,2100,1797,4572,3.7398921832884096,0.4357042,-0.3705036,0.653504984692676,2023-05-22,26.156488208495432,86.41653356233715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.41653356233715,26.156488208495432]}"
20230522T044709_20230522T050125_T45RVJ_2_38_0,5566,5183,2414,2764,3130,4116,0.5143989983305509,0.13607508,-0.19651163,0.20409853032498448,2023-05-22,26.127647475224002,86.02547942897066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.02547942897066,26.127647475224002]}"
20230522T044709_20230522T050125_T45RVJ_2_47_0,4394,4068,2426,2786,3170,3824,0.35161290322580646,0.09350872,-0.1570348,0.14025305597254986,2023-05-22,25.495907087905184,86.62065197352018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.62065197352018,25.495907087905184]}"
20230522T044709_20230522T050125_T45RVJ_2_49_0,4461,4453,2368,2746,3088,3460,0.21991014424213762,0.05681124,-0.11504995,0.08521035351607238,2023-05-22,25.308008774376134,86.16604545464368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.16604545464368,25.308008774376134]}"
20230522T044709_20230522T050125_T45RVK_2_33_0,3595,2539,1825,2126,1818,4608,3.8125170811697187,0.43417367,-0.36857736,0.6512098342799346,2023-05-22,26.156488208495432,86.41653356233715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.41653356233715,26.156488208495432]}"
20230522T044709_20230522T050125_T45RWH_2_21_0,4625,4184,2060,2456,2666,3980,0.7256461232604373,0.19771291,-0.23679304,0.2965470548408937,2023-05-22,25.115300099257308,87.0191935082139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.0191935082139,25.115300099257308]}"
20230522T044709_20230522T050125_T45RWJ_2_37_0,3705,2756,1862,2122,1994,4006,2.507477567298106,0.33533335,-0.30744126,0.5029580868260979,2023-05-22,25.94916546407544,87.3264548683133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.3264548683133,25.94916546407544]}"
20230522T053641_20230522T054838_T43REP_1_3_0,4432,4158,2794,3148,3352,4012,0.5205047318611987,0.0896252,-0.12067039,0.1344286781179985,2023-05-22,30.25621995680844,75.29911897826734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.29911897826734,30.25621995680844]}"
20230522T053641_20230522T054838_T43REP_1_5_0,3395,2865,1440,1796,1798,3586,1.2503496503496503,0.3320951,-0.3325901,0.4980963877797381,2023-05-22,30.038671795938395,75.64364869809305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.64364869809305,30.038671795938395]}"
20230522T053641_20230522T054838_T43REP_1_7_0,3052,2472,1618,1906,2060,2940,0.6948831332912192,0.176,-0.21337186,0.263973602639736,2023-05-22,30.470432435669107,75.01109495890387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.01109495890387,30.470432435669107]}"
20230522T053641_20230522T054838_T43REP_1_16_0,3676,4180,1479,1790,1814,3868,1.4028138232481902,0.36149243,-0.36726758,0.5421909370875495,2023-05-22,30.368012172397847,75.75204600316869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.75204600316869,30.368012172397847]}"
20230522T053641_20230522T054838_T43REP_1_20_0,3953,3816,2208,2554,2832,3244,0.2801196627685613,0.06780777,-0.11900655,0.10170328313996543,2023-05-22,30.086403079200302,75.7148321570497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7148321570497,30.086403079200302]}"
20230522T053641_20230522T054838_T43REP_1_26_0,3658,3783,1802,2108,2400,2616,0.15419760137064534,0.043062203,-0.10753599,0.06458686335094188,2023-05-22,30.3288835181506,75.11677125866088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.11677125866088,30.3288835181506]}"
20230522T053641_20230522T054838_T43REP_1_28_0,3347,3001,1600,1970,1820,3812,1.8221734357848518,0.3536932,-0.31857488,0.5304926764314248,2023-05-22,30.68813046969427,75.18882715708921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.18882715708921,30.68813046969427]}"
20230522T053641_20230522T054838_T43REP_1_34_0,4276,4307,2042,2358,2624,3042,0.30097926267281105,0.073773384,-0.12666667,0.11065031324450719,2023-05-22,30.580495037181304,75.2794592470768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.2794592470768,30.580495037181304]}"
20230522T053641_20230522T054838_T43REP_1_37_0,3759,3663,1826,2078,2300,2910,0.5056366047745358,0.117082536,-0.16680032,0.1756069475098359,2023-05-22,30.5650397935388,75.95230628470503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95230628470503,30.5650397935388]}"
20230522T053641_20230522T054838_T43REP_1_39_0,2988,2237,1254,1546,1483,3940,1.7887303436225976,0.45307025,-0.43638352,0.6795427307089519,2023-05-22,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230522T053641_20230522T054838_T43REQ_1_1_0,3384,3405,1878,2146,2478,2766,0.2028169014084507,0.05491991,-0.1262215,0.08237200877109353,2023-05-22,30.96990503438352,75.4273980932442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.4273980932442,30.96990503438352]}"
20230522T053641_20230522T054838_T43REQ_1_6_0,2674,1930,1354,1564,1462,3862,2.4193548387096775,0.4507889,-0.4235164,0.6761198234576017,2023-05-22,31.16463003378407,75.39658133069807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39658133069807,31.16463003378407]}"
20230522T053641_20230522T054838_T43REQ_1_8_0,3618,3075,1668,1891,2110,2874,0.631404958677686,0.15329053,-0.20629591,0.22991272946133012,2023-05-22,30.96497862472879,75.92169990515954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.92169990515954,30.96497862472879]}"
20230522T053641_20230522T054838_T43REQ_1_9_0,3689,3437,2136,2378,2582,3032,0.4491017964071856,0.08015675,-0.12088724,0.12022441891530858,2023-05-22,30.99509642731238,75.42227325944118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.42227325944118,30.99509642731238]}"
20230522T053641_20230522T054838_T43REQ_1_11_0,3717,3334,1791,2156,2362,3542,0.688849970811442,0.19986449,-0.24324325,0.29977136082648825,2023-05-22,30.97086151232952,75.51180326389321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.51180326389321,30.97086151232952]}"
20230522T053641_20230522T054838_T43REQ_1_18_0,3638,3406,1734,1994,2196,2954,0.6062060140754959,0.14718446,-0.19401778,0.22075526647898264,2023-05-22,31.61811955504992,75.56107084538891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.56107084538891,31.61811955504992]}"
20230522T053641_20230522T054838_T43REQ_1_23_0,3591,3240,1400,1684,1676,3160,1.3654766286345232,0.3068652,-0.30470684,0.46025018091595166,2023-05-22,30.762801286933712,75.9798463072866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.9798463072866,30.762801286933712]}"
20230522T053641_20230522T054838_T43REQ_1_25_0,4129,4072,1920,2190,2484,2948,0.33593976252534025,0.08541974,-0.14752822,0.12811780947998158,2023-05-22,31.139802583357216,75.71390613060048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.71390613060048,31.139802583357216]}"
20230522T053641_20230522T054838_T43REQ_1_28_0,3349,3006,1781,2110,1968,3750,2.0236202589143764,0.31164742,-0.27986348,0.46743027017574534,2023-05-22,30.68813046969427,75.18882715708921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.18882715708921,30.68813046969427]}"
20230522T053641_20230522T054838_T43REQ_1_31_0,2946,2276,1553,1868,1976,3846,1.1527555171988657,0.32119545,-0.3461673,0.4817518248175182,2023-05-22,30.906142255020168,75.65680950711797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.65680950711797,30.906142255020168]}"
20230522T053641_20230522T054838_T43REQ_1_32_0,3788,3547,2068,2398,2728,3148,0.2620414275018717,0.0714772,-0.1352326,0.1072066706372841,2023-05-22,30.975070541418855,75.94849930333825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.94849930333825,30.975070541418855]}"
20230522T053641_20230522T054838_T43REQ_1_33_0,2446,1776,1231,1422,1351,3780,2.2876247880956866,0.473397,-0.45328718,0.7100263080970477,2023-05-22,31.463235195596926,75.53340931846465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.53340931846465,31.463235195596926]}"
20230522T053641_20230522T054838_T43REQ_1_36_0,3499,2927,1616,1906,2002,3074,0.9032692955847657,0.21118991,-0.23453815,0.31675366886634493,2023-05-22,31.58866234173577,75.96214429686754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.96214429686754,31.58866234173577]}"
20230522T053641_20230522T054838_T43REQ_1_39_0,2976,2238,1366,1623,1557,3862,1.9467905405405406,0.42535523,-0.4082042,0.6379739828397453,2023-05-22,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230522T053641_20230522T054838_T43RFP_1_15_0,3190,2286,1400,1744,1550,5332,2.2876844906847325,0.5495495,-0.50706613,0.8242644387940429,2023-05-22,30.626527212308442,76.20821750089146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.20821750089146,30.626527212308442]}"
20230522T053641_20230522T054838_T43RFP_1_19_0,3797,3756,1826,2092,2332,2666,0.28171390013495273,0.06682673,-0.12063892,0.10023006902070622,2023-05-22,30.38711456184649,76.39291045940162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.39291045940162,30.38711456184649]}"
20230522T053641_20230522T054838_T43RFP_1_39_0,2983,2240,1344,1605,1536,3888,1.943801652892562,0.43362832,-0.41561988,0.6503825237349063,2023-05-22,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230522T053641_20230522T054838_T43RFQ_1_27_0,3762,3352,1813,2154,2342,3314,0.6446478312773578,0.1718529,-0.21214338,0.25775656324582336,2023-05-22,31.20556457734315,76.43005937775438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.43005937775438,31.20556457734315]}"
20230522T053641_20230522T054838_T43RFQ_1_30_0,2764,1961,1370,1590,1464,4224,2.5237746891002195,0.48523206,-0.45304438,0.7277841258679792,2023-05-22,30.906918789572572,76.27712323447857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.27712323447857,30.906918789572572]}"
20230522T053641_20230522T054838_T43RFQ_1_35_0,4215,3688,1800,2074,2460,3194,0.4118967452300786,0.1298196,-0.2126044,0.19471217614289504,2023-05-22,30.773604240129966,76.53198145303423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53198145303423,30.773604240129966]}"
20230522T053641_20230522T054838_T43RFQ_1_39_0,2975,2237,1362,1615,1548,3868,1.9714479945615226,0.4283604,-0.41090643,0.642481307117142,2023-05-22,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230522T053641_20230522T054838_T43SER_1_0_0,3919,3278,1832,2212,2344,3500,0.7555555555555555,0.19780973,-0.2254902,0.2966891949696296,2023-05-22,31.86627985809932,75.74365687458071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.74365687458071,31.86627985809932]}"
20230522T053641_20230522T054838_T43SER_1_13_0,3092,2464,1361,1564,1612,2774,1.297164545657513,0.26493388,-0.2789304,0.39735552262623963,2023-05-22,31.69812573610165,75.9582074110703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.9582074110703,31.69812573610165]}"
20230522T053641_20230522T054838_T43SER_1_18_0,3624,3395,1747,2006,2202,2950,0.6110112726678647,0.14518633,-0.1904762,0.21775836972343524,2023-05-22,31.61811955504992,75.56107084538891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.56107084538891,31.61811955504992]}"
20230522T053641_20230522T054838_T43SER_1_21_0,3518,3439,1618,1820,2086,2516,0.37094547964113184,0.093437634,-0.1605166,0.14014122759369907,2023-05-22,31.78859605967991,75.43259965499281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.43259965499281,31.78859605967991]}"
20230522T053641_20230522T054838_T43SER_1_29_0,3144,3153,1818,2004,2224,2432,0.24276377217553688,0.04467354,-0.09648332,0.06700311392676903,2023-05-22,31.674981781668833,75.57618210346608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.57618210346608,31.674981781668833]}"
20230522T053641_20230522T054838_T43SER_1_36_0,3496,2927,1628,1915,2008,3076,0.9159519725557462,0.2100708,-0.23261872,0.31507522863605075,2023-05-22,31.58866234173577,75.96214429686754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.96214429686754,31.58866234173577]}"
20230522T053641_20230522T054838_T43SER_1_38_0,3216,3186,1612,1812,1977,2298,0.3874939642684693,0.07508772,-0.11824817,0.1126184072038358,2023-05-22,31.764143386392096,75.30977899945552,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.30977899945552,31.764143386392096]}"
20230524T043701_20230524T044956_T45RWK_2_3_0,4659,3665,2232,2616,2788,3932,0.7294057638357563,0.17023809,-0.2009774,0.2553381444832974,2023-05-24,26.205176723839898,87.64226357976696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.64226357976696,26.205176723839898]}"
20230524T043701_20230524T044956_T45RXK_2_42_0,3479,2264,1412,1642,1464,4328,2.8378913991280226,0.49447513,-0.44991624,0.7416486836426414,2023-05-24,26.35347083182029,88.18795597236347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.18795597236347,26.35347083182029]}"
20230524T052649_20230524T053117_T43REP_1_37_0,3464,3260,1952,2174,2282,2770,0.6692265496434449,0.09659541,-0.12055016,0.14487877288471054,2023-05-24,30.5650397935388,75.95230628470503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95230628470503,30.5650397935388]}"
20230524T052649_20230524T053117_T43REP_1_39_0,3368,2497,1518,1766,1664,4556,2.2908745247148286,0.46495175,-0.44131604,0.697371593923318,2023-05-24,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230525T045659_20230525T050218_T44RQN_2_4_0,4695,4031,1730,2180,2660,3751,0.4048537924892386,0.17017625,-0.26487944,0.25524448257038135,2023-05-25,25.073618564209035,83.80439777327292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.80439777327292,25.073618564209035]}"
20230525T045659_20230525T050218_T44RQN_2_13_0,5209,4590,2362,2838,3239,3845,0.2722371967654986,0.08554489,-0.15068083,0.12830827863645988,2023-05-25,25.22107078562445,83.486930576345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.486930576345,25.22107078562445]}"
