system:index,B11,B12,B2,B3,B4,B8,EVI,NDVI,NDWI,SAVI,date,lat,lon,.geo
20230204T050009_20230204T050137_T45RTH_2_41_0,2942,2344,1492,1704,1626,3282,2.239048134126555,0.3374083,-0.31648615,0.5060609147397371,2023-02-04,24.98366405532328,84.20121193056889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.20121193056889,24.98366405532328]}"
20230204T050009_20230204T050137_T45RTH_2_43_0,2923,2276,1570,1776,1709,3196,2.218078758949881,0.30316004,-0.28559935,0.4546937111405565,2023-02-04,24.82697615906361,84.90506623201334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90506623201334,24.82697615906361]}"
20230204T050009_20230204T050137_T45RTH_2_45_0,3094,2328,1235,1422,1451,2826,1.5139837040299495,0.321487,-0.33050847,0.48217416715371125,2023-02-04,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}"
20230204T050009_20230204T050137_T45RTH_2_48_0,3233,2413,1621,1861,1760,3947,2.326100829610721,0.3832136,-0.35915977,0.5747700394218134,2023-02-04,24.976852680933213,84.62990100252732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62990100252732,24.976852680933213]}"
20230206T045001_20230206T045636_T44RRN_2_2_0,3178,2669,1718,2019,2024,3288,1.2401883830455258,0.2379518,-0.23911814,0.3568941176470588,2023-02-06,25.110392004683597,84.74849862252218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74849862252218,25.110392004683597]}"
20230206T045001_20230206T045636_T44RRN_2_15_0,4481,3821,1901,2300,2804,3800,0.3910482921083628,0.15081769,-0.24590164,0.22620940267999093,2023-02-06,24.78773142793995,85.03161554260646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161554260646,24.78773142793995]}"
20230206T045001_20230206T045636_T44RRN_2_19_0,3038,2168,1528,1727,1542,4716,3.1626145874850535,0.5071908,-0.46391433,0.7607254134377247,2023-02-06,25.042613892193966,84.63446371941521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63446371941521,25.042613892193966]}"
20230206T045001_20230206T045636_T44RRN_2_30_0,3588,2768,1607,1886,1843,3470,1.6424389259034928,0.30623,-0.29574308,0.4593017784887551,2023-02-06,24.929606131476618,84.63796351056507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63796351056507,24.929606131476618]}"
20230206T045001_20230206T045636_T44RRN_2_43_0,3199,2482,1566,1830,1792,3404,1.6708126036484243,0.31023866,-0.30072603,0.4653131915712499,2023-02-06,24.82698288339234,84.90503285047747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90503285047747,24.82698288339234]}"
20230206T045001_20230206T045636_T44RRN_2_45_0,3356,2526,1360,1536,1634,2982,1.3026671820641669,0.29202774,-0.32005313,0.4379941514134085,2023-02-06,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}"
20230206T045001_20230206T045636_T44RRN_2_48_0,2989,2144,1534,1811,1632,4276,2.578003120124805,0.44752878,-0.4049614,0.6712363544046712,2023-02-06,24.976795211066857,84.62985290020244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62985290020244,24.976795211066857]}"
20230206T045001_20230206T045636_T44RRP_2_10_0,3105,2601,1982,2092,2042,3034,5.8767772511848335,0.19542947,-0.18376902,0.2931153353688565,2023-02-06,25.89964766774224,85.00849408045715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00849408045715,25.89964766774224]}"
20230206T045001_20230206T045636_T45RTH_2_2_0,3241,2727,1674,1922,1966,3248,1.28714859437751,0.24587649,-0.25647968,0.36877936523156585,2023-02-06,25.110392977465306,84.74857373563094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74857373563094,25.110392977465306]}"
20230206T045001_20230206T045636_T45RTH_2_15_0,4782,4242,1954,2404,2954,3964,0.35897071367642874,0.14599596,-0.24497488,0.218978102189781,2023-02-06,24.78770995034834,85.03161154138597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161154138597,24.78770995034834]}"
20230206T045001_20230206T045636_T45RTH_2_19_0,3065,2199,1524,1736,1568,4476,2.961303462321792,0.48113832,-0.44108176,0.7216477789726197,2023-02-06,25.042635625377436,84.63448305540332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63448305540332,25.042635625377436]}"
20230206T045001_20230206T045636_T45RTH_2_30_0,3722,2898,1590,1875,1828,3470,1.6328560063643596,0.30992827,-0.29840973,0.46484854204020004,2023-02-06,24.929593007845224,84.6379330931922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6379330931922,24.929593007845224]}"
20230206T045001_20230206T045636_T45RTH_2_43_0,3202,2505,1558,1824,1814,3408,1.5279907975460123,0.30524704,-0.3027523,0.4578267113451412,2023-02-06,24.82697615906361,84.90506623201334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90506623201334,24.82697615906361]}"
20230206T045001_20230206T045636_T45RTH_2_45_0,3368,2526,1335,1529,1615,2998,1.2917989912198766,0.2998049,-0.32449746,0.4496586105993281,2023-02-06,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}"
20230206T045001_20230206T045636_T45RTH_2_48_0,3243,2372,1564,1914,1724,4172,2.1959095801937565,0.41519675,-0.37101546,0.6227423047570593,2023-02-06,24.976852680933213,84.62990100252732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62990100252732,24.976852680933213]}"
20230206T045001_20230206T045636_T45RTJ_2_10_0,3148,2633,1980,2078,2036,3092,5.751633986928104,0.20592824,-0.19613153,0.30886224042117577,2023-02-06,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20230206T045001_20230206T045636_T45RUH_2_15_0,4812,4253,1950,2422,3006,4006,0.33701806416823943,0.14261267,-0.2464219,0.21390374331550804,2023-02-06,24.78770995034834,85.03161154138597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161154138597,24.78770995034834]}"
20230206T045001_20230206T045636_T45RUH_2_16_0,2941,2172,1636,1893,1718,4228,2.767975297750331,0.42213252,-0.3814736,0.6331455478012277,2023-02-06,25.299303730950914,85.68922558546221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.68922558546221,25.299303730950914]}"
20230206T045001_20230206T045636_T45RUH_2_24_0,2794,1978,1334,1622,1467,4057,2.267950963222417,0.46886313,-0.42877266,0.7032310616345371,2023-02-06,25.004128654816142,85.82941266326443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.82941266326443,25.004128654816142]}"
20230206T045001_20230206T045636_T45RUH_2_35_0,3362,2454,1392,1755,1588,4118,1.9722482070470846,0.44339293,-0.40234974,0.6650311048803996,2023-02-06,24.89651322225655,85.32109719239186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.32109719239186,24.89651322225655]}"
20230206T045001_20230206T045636_T45RUH_2_36_0,2659,1791,1307,1694,1310,5208,2.983315475279351,0.5980362,-0.5091278,0.8969855027997239,2023-02-06,24.728382608659693,85.50753287459847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.50753287459847,24.728382608659693]}"
20230206T045001_20230206T045636_T45RUJ_2_7_0,2670,1908,1746,1936,1754,4396,3.617196056955093,0.4295935,-0.38850284,0.6443378587106738,2023-02-06,25.90929185415298,85.17925231149755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17925231149755,25.90929185415298]}"
20230206T045001_20230206T045636_T45RUJ_2_8_0,2566,1669,1760,1910,1590,5460,5.372015546918378,0.5489362,-0.4816825,0.8233458619956031,2023-02-06,25.9678651401917,85.71686242447636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.71686242447636,25.9678651401917]}"
20230206T045001_20230206T045636_T45RUJ_2_10_0,3184,2655,1982,2072,2034,3122,5.887445887445888,0.2110163,-0.20215634,0.31649374575778144,2023-02-06,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20230206T045001_20230206T045636_T45RUJ_2_16_0,2959,2170,1379,1720,1556,4408,2.095518001469508,0.47820255,-0.4386423,0.7172436918434069,2023-02-06,25.299303730950914,85.68922558546221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.68922558546221,25.299303730950914]}"
20230206T045001_20230206T045636_T45RUJ_2_26_0,2200,1576,1356,1601,1355,4715,3.1390134529147984,0.553542,-0.49303356,0.8302446256486286,2023-02-06,25.687781778645725,85.42932579438074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.42932579438074,25.687781778645725]}"
20230206T045001_20230206T045636_T45RUJ_2_28_0,3448,2504,1858,2030,1831,3862,5.555251641137856,0.35675392,-0.31093007,0.5350838675682796,2023-02-06,25.93664004439994,85.7389690164764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.7389690164764,25.93664004439994]}"
20230206T045001_20230206T045636_T45RUJ_2_38_0,6063,5194,5852,5960,6108,6901,-5.830882352941177,0.060957797,-0.07316694,0.09143318344286867,2023-02-06,26.127647475224002,86.02547942897066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.02547942897066,26.127647475224002]}"
20230206T045001_20230206T045636_T45RUJ_2_46_0,3026,2593,1692,1984,2100,3020,0.7847151142954623,0.1796875,-0.20703438,0.2695049311590665,2023-02-06,25.424024059297427,85.22726943789075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.22726943789075,25.424024059297427]}"
20230206T045001_20230206T045636_T45RVH_2_18_0,3136,2269,1480,1780,1630,4508,2.256193164001254,0.46888238,-0.43384224,0.7032662702614645,2023-02-06,25.045662488345815,86.82745542085473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.82745542085473,25.045662488345815]}"
20230206T045001_20230206T045636_T45RVH_2_21_0,3141,2656,1620,1747,1818,3308,1.8021286889211419,0.29067498,-0.30880317,0.4359699600117039,2023-02-06,25.115300099257308,87.0191935082139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.0191935082139,25.115300099257308]}"
20230206T045001_20230206T045636_T45RVH_2_34_0,3383,2533,1508,1814,1795,3863,1.555354993983153,0.36550018,-0.36093006,0.5482018202703897,2023-02-06,25.05959631089119,86.60485417027094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.60485417027094,25.05959631089119]}"
20230206T045001_20230206T045636_T45RVH_2_49_0,2439,1692,1428,1668,1364,5231,3.5726164079822613,0.5863533,-0.51645166,0.8794632704116443,2023-02-06,25.308008774376134,86.16604545464368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.16604545464368,25.308008774376134]}"
20230206T045001_20230206T045636_T45RVJ_2_1_0,3262,2748,1742,2152,2058,4320,1.569089900110988,0.35465664,-0.33498147,0.5319432468448695,2023-02-06,25.639229604428664,86.56052872090477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.56052872090477,25.639229604428664]}"
20230206T045001_20230206T045636_T45RVJ_2_6_0,2549,1830,1554,1797,1534,4652,3.539963669391462,0.5040414,-0.4427043,0.7560009698537137,2023-02-06,25.756519303883366,86.4274766105735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.4274766105735,25.756519303883366]}"
20230206T045001_20230206T045636_T45RVJ_2_9_0,3139,2791,2114,2340,2358,2608,0.6929046563192904,0.05034233,-0.0541633,0.07550588945937783,2023-02-06,25.652898925433398,86.542146823988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.542146823988,25.652898925433398]}"
20230206T045001_20230206T045636_T45RVJ_2_11_0,2394,1792,1447,1690,1592,2916,2.047633776678008,0.2937001,-0.26617455,0.4405012753687479,2023-02-06,25.741058031954445,86.64899053957265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.64899053957265,25.741058031954445]}"
20230206T045001_20230206T045636_T45RVJ_2_25_0,6088,5341,5400,5528,5720,6336,9.80891719745223,0.05109489,-0.06810519,0.07663915730104093,2023-02-06,26.116680375417918,86.7750022002761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.7750022002761,26.116680375417918]}"
20230206T045001_20230206T045636_T45RVJ_2_31_0,2461,1772,1704,1864,1616,4528,5.038062283737023,0.47395834,-0.41677096,0.710879648466108,2023-02-06,25.86374600366304,86.8357668367509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.8357668367509,25.86374600366304]}"
20230206T045001_20230206T045636_T45RVJ_2_33_0,3330,2796,3176,3326,3122,4264,-3.469015795868773,0.15461685,-0.12358366,0.231909564746497,2023-02-06,26.156488208495432,86.41653356233715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.41653356233715,26.156488208495432]}"
20230206T045001_20230206T045636_T45RVJ_2_38_0,5946,5120,5724,5828,5964,6736,-4.71882640586797,0.060787402,-0.072269976,0.09117751269635055,2023-02-06,26.127647475224002,86.02547942897066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.02547942897066,26.127647475224002]}"
20230206T045001_20230206T045636_T45RVJ_2_47_0,2552,1860,1161,1411,1245,4435,2.4933562607472255,0.5616197,-0.51727676,0.8423554264589386,2023-02-06,25.495907087905184,86.62065197352018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.62065197352018,25.495907087905184]}"
20230206T045001_20230206T045636_T45RVJ_2_49_0,2449,1689,1234,1542,1257,5320,2.8152716186252773,0.61775887,-0.55056834,0.9265678449258836,2023-02-06,25.308008774376134,86.16604545464368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.16604545464368,25.308008774376134]}"
20230206T045001_20230206T045636_T45RVK_2_29_0,3087,2302,2340,2504,2328,3958,10.809018567639257,0.2593064,-0.22500774,0.3889286566451921,2023-02-06,26.374804021765485,86.35098756900341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.35098756900341,26.374804021765485]}"
20230206T045001_20230206T045636_T45RVK_2_33_0,3336,2799,3124,3298,3092,4272,-4.87603305785124,0.160239,-0.12866579,0.2403421820897549,2023-02-06,26.156488208495432,86.41653356233715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.41653356233715,26.156488208495432]}"
20230206T045001_20230206T045636_T45RWH_2_21_0,3153,2670,1571,1672,1766,3190,1.7760039910202048,0.28732848,-0.3122172,0.4309492585493796,2023-02-06,25.115300099257308,87.0191935082139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.0191935082139,25.115300099257308]}"
20230206T054019_20230206T054847_T43RDP_1_4_0,2519,1765,1406,1634,1408,4807,3.1344522316488383,0.54690266,-0.49262536,0.8202879897031615,2023-02-06,30.133414249723614,74.43204472102887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.43204472102887,30.133414249723614]}"
20230206T054019_20230206T054847_T43RDP_1_7_0,2518,1785,1616,1961,1698,5021,2.688511326860841,0.49456763,-0.43826982,0.7417962646030211,2023-02-06,30.470432435669107,75.01109495890387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.01109495890387,30.470432435669107]}"
20230206T054019_20230206T054847_T43RDP_1_10_0,2837,2095,1490,1792,1636,4851,2.3010306326939594,0.4956066,-0.4604847,0.7433526011560694,2023-02-06,30.40355814698842,74.95768052503085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.95768052503085,30.40355814698842]}"
20230206T054019_20230206T054847_T43RDP_1_12_0,2762,2121,1484,1749,1614,4034,2.3368095789880265,0.42847025,-0.39512363,0.6426484907497565,2023-02-06,30.20633041101837,74.87880214562907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87880214562907,30.20633041101837]}"
20230206T054019_20230206T054847_T43RDP_1_14_0,2549,1864,1218,1472,1260,4652,2.7550357374918777,0.5737483,-0.51926845,0.8605496828752643,2023-02-06,30.000514756929327,74.18055005741631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.18055005741631,30.000514756929327]}"
20230206T054019_20230206T054847_T43RDP_1_17_0,2732,1792,1246,1580,1262,6061,2.797272091396596,0.6553325,-0.5864416,0.9829316583600738,2023-02-06,30.435064093888105,74.65878495489407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.65878495489407,30.435064093888105]}"
20230206T054019_20230206T054847_T43RDQ_1_22_0,3046,2676,1639,1814,1934,2816,1.0359408033826638,0.1856842,-0.21641469,0.2784970003157562,2023-02-06,30.98851090042315,74.55136245942504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.55136245942504,30.98851090042315]}"
20230206T054019_20230206T054847_T43RDQ_1_24_0,2406,1663,1196,1398,1207,5164,2.878236834448647,0.6210956,-0.5739104,0.9315702738758534,2023-02-06,31.11546065864115,74.80110315150363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.80110315150363,31.11546065864115]}"
20230206T054019_20230206T054847_T43REP_1_3_0,3465,2826,1776,2028,2300,4149,0.9983801295896328,0.28671113,-0.34337056,0.430033335917513,2023-02-06,30.25621995680844,75.29911897826734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.29911897826734,30.25621995680844]}"
20230206T054019_20230206T054847_T43REP_1_5_0,2500,1742,1419,1628,1372,5584,3.3170578043786425,0.6055204,-0.5485302,0.9082153381729319,2023-02-06,30.038671795938395,75.64364869809305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.64364869809305,30.038671795938395]}"
20230206T054019_20230206T054847_T43REP_1_7_0,2518,1783,1596,1943,1670,5040,2.725655127790359,0.5022355,-0.44350564,0.7532970717532226,2023-02-06,30.470432435669107,75.01109495890387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.01109495890387,30.470432435669107]}"
20230206T054019_20230206T054847_T43REP_1_16_0,2578,1898,1477,1684,1485,5032,3.0945733728843132,0.54426885,-0.49851102,0.8163406214039126,2023-02-06,30.368012172397847,75.75204600316869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.75204600316869,30.368012172397847]}"
20230206T054019_20230206T054847_T43REP_1_20_0,2437,1701,1492,1718,1444,5277,3.4820130813953485,0.570302,-0.508792,0.8553894220040169,2023-02-06,30.086403079200302,75.7148321570497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7148321570497,30.086403079200302]}"
20230206T054019_20230206T054847_T43REP_1_26_0,2549,1753,1221,1494,1308,4796,2.500358422939068,0.5714286,-0.5249603,0.8570726513227946,2023-02-06,30.3288835181506,75.11677125866088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.11677125866088,30.3288835181506]}"
20230206T054019_20230206T054847_T43REP_1_28_0,2525,1979,1330,1564,1382,3409,2.9342790966994787,0.42308494,-0.37100342,0.6345612021287698,2023-02-06,30.68813046969427,75.18882715708921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.18882715708921,30.68813046969427]}"
20230206T054019_20230206T054847_T43REP_1_34_0,2571,1986,1518,1692,1534,4022,3.3767643865363732,0.44780418,-0.4077704,0.6716458202105642,2023-02-06,30.580495037181304,75.2794592470768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.2794592470768,30.580495037181304]}"
20230206T054019_20230206T054847_T43REP_1_37_0,2287,1623,1320,1553,1344,3920,3.0887290167865706,0.4893617,-0.43248674,0.7339728369265837,2023-02-06,30.5650397935388,75.95230628470503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95230628470503,30.5650397935388]}"
20230206T054019_20230206T054847_T43REP_1_39_0,2911,2619,1446,1634,1742,2464,0.8711389961389961,0.17165953,-0.20253782,0.25745869487697615,2023-02-06,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230206T054019_20230206T054847_T43REQ_1_1_0,2641,1837,1469,1717,1435,5401,3.3110702955418265,0.58016384,-0.51756114,0.8701821107291743,2023-02-06,30.96990503438352,75.4273980932442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.4273980932442,30.96990503438352]}"
20230206T054019_20230206T054847_T43REQ_1_6_0,3253,3167,1706,1937,2001,2821,1.0083620265617315,0.17005391,-0.18579236,0.255054432348367,2023-02-06,31.16463003378407,75.39658133069807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39658133069807,31.16463003378407]}"
20230206T054019_20230206T054847_T43REQ_1_8_0,2967,2779,1603,1696,1902,2487,0.7789613848202397,0.13328776,-0.18909873,0.19990887344800093,2023-02-06,30.96497862472879,75.92169990515954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.92169990515954,30.96497862472879]}"
20230206T054019_20230206T054847_T43REQ_1_9_0,2776,1905,1447,1672,1439,5993,3.01549463647199,0.61275566,-0.56373125,0.9190716448032291,2023-02-06,30.99509642731238,75.42227325944118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.42227325944118,30.99509642731238]}"
20230206T054019_20230206T054847_T43REQ_1_11_0,3136,2814,1792,2076,2250,3408,0.834534447967714,0.20466596,-0.2428884,0.30697181231775206,2023-02-06,30.97086151232952,75.51180326389321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.51180326389321,30.97086151232952]}"
20230206T054019_20230206T054847_T43REQ_1_18_0,2023,1592,1258,1410,1321,3233,2.7710144927536233,0.41985068,-0.39263406,0.6297068833022286,2023-02-06,31.61811955504992,75.56107084538891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.56107084538891,31.61811955504992]}"
20230206T054019_20230206T054847_T43REQ_1_23_0,2418,1985,1556,1742,1670,3301,2.468220338983051,0.328103,-0.3091414,0.492104998491401,2023-02-06,30.762801286933712,75.9798463072866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.9798463072866,30.762801286933712]}"
20230206T054019_20230206T054847_T43REQ_1_25_0,2445,1783,1360,1579,1337,3978,3.6660188784008882,0.49689558,-0.43170777,0.7452732574546139,2023-02-06,31.139802583357216,75.71390613060048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.71390613060048,31.139802583357216]}"
20230206T054019_20230206T054847_T43REQ_1_28_0,2513,1979,1526,1712,1507,3492,4.552752293577981,0.3970794,-0.3420446,0.5955595559555956,2023-02-06,30.68813046969427,75.18882715708921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.18882715708921,30.68813046969427]}"
20230206T054019_20230206T054847_T43REQ_1_31_0,2826,2636,1689,1836,1868,2870,1.7747077577045698,0.21148163,-0.21971951,0.31718898385565053,2023-02-06,30.906142255020168,75.65680950711797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.65680950711797,30.906142255020168]}"
20230206T054019_20230206T054847_T43REQ_1_32_0,2290,1668,1354,1511,1269,5100,3.7412109375,0.6015073,-0.5428831,0.9021901248135646,2023-02-06,30.975070541418855,75.94849930333825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.94849930333825,30.975070541418855]}"
20230206T054019_20230206T054847_T43REQ_1_33_0,3118,2825,1572,1798,1908,2720,0.8532997057587222,0.17545375,-0.2040726,0.2631522091390299,2023-02-06,31.463235195596926,75.53340931846465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.53340931846465,31.463235195596926]}"
20230206T054019_20230206T054847_T43REQ_1_36_0,2489,2050,1506,1652,1704,2592,1.4586070959264128,0.20670392,-0.22148916,0.31001978354474574,2023-02-06,31.58866234173577,75.96214429686754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.96214429686754,31.58866234173577]}"
20230206T054019_20230206T054847_T43REQ_1_39_0,2883,2604,1616,1768,1814,2632,1.463851109520401,0.1839856,-0.19636364,0.27594737433936806,2023-02-06,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230206T054019_20230206T054847_T43RFP_1_15_0,2771,2674,1706,1891,1983,2448,0.7490335051546392,0.10494245,-0.1283706,0.15739591560419722,2023-02-06,30.626527212308442,76.20821750089146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.20821750089146,30.626527212308442]}"
20230206T054019_20230206T054847_T43RFP_1_19_0,2413,1700,1413,1632,1599,3946,1.9933752335654833,0.4232642,-0.41484404,0.6348390586962402,2023-02-06,30.38711456184649,76.39291045940162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.39291045940162,30.38711456184649]}"
20230206T054019_20230206T054847_T43RFP_1_39_0,2913,2621,1425,1612,1725,2438,0.8482036640494884,0.17127071,-0.20395061,0.25687522517113004,2023-02-06,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230208T043939_20230208T044644_T45RWJ_2_3_0,3814,3160,2444,2452,2346,4012,-17.282157676348547,0.2620321,-0.24133663,0.39301722104269876,2023-02-08,26.205176723839898,87.64226357976696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.64226357976696,26.205176723839898]}"
20230209T045941_20230209T050547_T44RQN_2_4_0,3113,2563,1584,1830,1794,2736,1.4528069093152374,0.20794702,-0.19842313,0.3118861052863922,2023-02-09,25.073618564209035,83.80439777327292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.80439777327292,25.073618564209035]}"
20230209T045941_20230209T050547_T44RQN_2_13_0,2388,1767,1395,1605,1421,3754,3.2073137200989827,0.45082125,-0.40100765,0.6761665539561394,2023-02-09,25.22107078562445,83.486930576345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.486930576345,25.22107078562445]}"
20230209T045941_20230209T050547_T44RQN_2_14_0,4265,3549,1540,1992,2562,3598,0.34900956744374073,0.16818182,-0.28729874,0.2522522522522523,2023-02-09,24.574161676413254,83.63250147234471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.63250147234471,24.574161676413254]}"
20230209T045941_20230209T050547_T44RQN_2_22_0,3748,2617,1473,1778,2014,3808,0.9256010731606645,0.30814153,-0.36340854,0.46217260626878487,2023-02-09,24.66447999279747,83.91239208469253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.91239208469253,24.66447999279747]}"
20230209T045941_20230209T050547_T44RQP_2_13_0,2392,1764,1253,1504,1334,3779,2.561282212445003,0.47819284,-0.43062654,0.7172191258433558,2023-02-09,25.22107078562445,83.486930576345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.486930576345,25.22107078562445]}"
20230209T045941_20230209T050547_T44RRN_2_2_0,2886,2341,1621,1886,1852,3146,1.539376635736379,0.25890356,-0.25039744,0.3883164949484845,2023-02-09,25.110392004683597,84.74849862252218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74849862252218,25.110392004683597]}"
20230209T045941_20230209T050547_T44RRN_2_19_0,2875,2033,1418,1670,1506,4639,2.5756330154554425,0.5098454,-0.47059757,0.7647058823529411,2023-02-09,25.042613892193966,84.63446371941521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63446371941521,25.042613892193966]}"
20230209T045941_20230209T050547_T44RRN_2_30_0,3370,2641,1510,1760,1688,3433,1.9501564595440322,0.34075376,-0.32216445,0.5110807380650201,2023-02-09,24.929606131476618,84.63796351056507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63796351056507,24.929606131476618]}"
20230209T045941_20230209T050547_T44RRN_2_41_0,2852,2205,1397,1644,1530,3922,2.277661397828985,0.43873808,-0.40927058,0.6580467675378268,2023-02-09,24.983665833006306,84.2012122731366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.2012122731366,24.983665833006306]}"
20230209T045941_20230209T050547_T44RRN_2_43_0,3017,2390,1459,1756,1722,3308,1.4693348156383177,0.31530815,-0.3064771,0.4729152171752311,2023-02-09,24.82698288339234,84.90503285047747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90503285047747,24.82698288339234]}"
