system:index,B11,B12,B2,B3,B4,B8,NDVI,NDWI,date,lat,lon,.geo
20230102T054231_20230102T054230_T43RDP_1_4_0,2529,1942,1483,1834,1704,3486,0.34335262,-0.3105263,2023-01-02,30.133414249723614,74.43204472102887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.43204472102887,30.133414249723614]}"
20230102T054231_20230102T054230_T43RDP_1_7_0,5364,4505,4720,4880,4972,5776,0.07480461,-0.084084086,2023-01-02,30.470432435669107,75.01109495890387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.01109495890387,30.470432435669107]}"
20230102T054231_20230102T054230_T43RDP_1_10_0,5397,4644,5048,5228,5216,7232,0.16195373,-0.16083467,2023-01-02,30.40355814698842,74.95768052503085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.95768052503085,30.40355814698842]}"
20230102T054231_20230102T054230_T43RDP_1_12_0,2479,1740,1744,1937,1696,4565,0.4582335,-0.40418333,2023-01-02,30.20633041101837,74.87880214562907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87880214562907,30.20633041101837]}"
20230102T054231_20230102T054230_T43RDP_1_14_0,2704,2187,1338,1679,1621,2962,0.2926031,-0.27644905,2023-01-02,30.000514756929327,74.18055005741631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.18055005741631,30.000514756929327]}"
20230102T054231_20230102T054230_T43RDP_1_17_0,2275,1527,1342,1620,1279,5471,0.62103707,-0.5430828,2023-01-02,30.435064093888105,74.65878495489407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.65878495489407,30.435064093888105]}"
20230102T054231_20230102T054230_T43RDQ_1_22_0,3704,3003,3430,3470,3468,3956,0.06573276,-0.06544573,2023-01-02,30.98851090042315,74.55136245942504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.55136245942504,30.98851090042315]}"
20230102T054231_20230102T054230_T43RDQ_1_24_0,6508,5478,6304,6392,6664,7528,0.06087937,-0.0816092,2023-01-02,31.11546065864115,74.80110315150363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.80110315150363,31.11546065864115]}"
20230109T044139_20230109T044620_T45RXK_2_42_0,2887,2477,2032,2042,1955,2881,0.19148056,-0.17042454,2023-01-09,26.35347083182029,88.18795597236347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.18795597236347,26.35347083182029]}"
20230112T045139_20230112T045702_T45RVH_2_18_0,4035,3212,2814,2984,2926,4416,0.20294198,-0.19351351,2023-01-12,25.045662488345815,86.82745542085473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.82745542085473,25.045662488345815]}"
20230112T045139_20230112T045702_T45RVH_2_21_0,6892,6275,6628,6668,6780,7488,0.04962153,-0.05792597,2023-01-12,25.115300099257308,87.0191935082139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.0191935082139,25.115300099257308]}"
20230112T045139_20230112T045702_T45RVH_2_34_0,5871,5290,5316,5412,5632,6220,0.04961188,-0.06946355,2023-01-12,25.05959631089119,86.60485417027094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.60485417027094,25.05959631089119]}"
20230112T045139_20230112T045702_T45RVH_2_49_0,6655,5859,7268,7136,7024,7768,0.050297458,-0.042404722,2023-01-12,25.308008774376134,86.16604545464368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.16604545464368,25.308008774376134]}"
20230112T054211_20230112T054554_T43RFQ_1_27_0,1908,1474,1508,1697,1499,3408,0.38903606,-0.3351616,2023-01-12,31.20556457734315,76.43005937775438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.43005937775438,31.20556457734315]}"
20230112T054211_20230112T054554_T43RFQ_1_30_0,2685,1949,1764,2032,1762,3736,0.35903966,-0.29542303,2023-01-12,30.906918789572572,76.27712323447857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.27712323447857,30.906918789572572]}"
20230112T054211_20230112T054554_T43RFQ_1_35_0,2378,1673,1570,1812,1538,4196,0.46355075,-0.39680427,2023-01-12,30.773604240129966,76.53198145303423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53198145303423,30.773604240129966]}"
20230112T054211_20230112T054554_T43RFQ_1_39_0,3431,2898,3540,3548,3348,4428,0.1388889,-0.11033099,2023-01-12,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230114T044141_20230114T045036_T45RWJ_2_3_0,4000,3417,2192,2432,2450,3626,0.19354838,-0.19709475,2023-01-14,26.205176723839898,87.64226357976696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.64226357976696,26.205176723839898]}"
20230114T044141_20230114T045036_T45RWK_2_3_0,3997,3417,2208,2438,2456,3610,0.19024068,-0.19378307,2023-01-14,26.205176723839898,87.64226357976696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.64226357976696,26.205176723839898]}"
20230114T044141_20230114T045036_T45RXK_2_42_0,3058,2512,1944,2080,1999,2960,0.19378906,-0.17460318,2023-01-14,26.35347083182029,88.18795597236347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.18795597236347,26.35347083182029]}"
20230115T050139_20230115T050139_T44RQN_2_4_0,2977,2522,1378,1630,1652,2524,0.20881227,-0.21521425,2023-01-15,25.073618564209035,83.80439777327292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.80439777327292,25.073618564209035]}"
20230115T050139_20230115T050139_T44RQN_2_13_0,3290,2545,2782,2886,2710,4016,0.19417188,-0.16372067,2023-01-15,25.22107078562445,83.486930576345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.486930576345,25.22107078562445]}"
20230115T050139_20230115T050139_T44RQN_2_14_0,4081,3460,1502,1857,2266,3378,0.19702339,-0.29054442,2023-01-15,24.574161676413254,83.63250147234471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.63250147234471,24.574161676413254]}"
20230115T050139_20230115T050139_T44RQN_2_22_0,3770,2511,1574,1896,2022,4440,0.37418756,-0.40151516,2023-01-15,24.66447999279747,83.91239208469253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.91239208469253,24.66447999279747]}"
20230117T045131_20230117T045127_T44RRN_2_2_0,3266,2710,1894,2136,2184,3176,0.18507463,-0.19578314,2023-01-17,25.110392004683597,84.74849862252218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74849862252218,25.110392004683597]}"
20230117T045131_20230117T045127_T44RRN_2_15_0,3793,3186,1715,2026,2182,3798,0.2702341,-0.30425823,2023-01-17,24.78773142793995,85.03161554260646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161554260646,24.78773142793995]}"
20230117T045131_20230117T045127_T44RRN_2_19_0,3322,2363,1525,1893,1657,4548,0.46591458,-0.41220307,2023-01-17,25.042613892193966,84.63446371941521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63446371941521,25.042613892193966]}"
20230117T045131_20230117T045127_T44RRN_2_30_0,3672,2899,1696,1940,2070,3226,0.21827795,-0.24893534,2023-01-17,24.929606131476618,84.63796351056507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63796351056507,24.929606131476618]}"
20230117T045131_20230117T045127_T44RRN_2_43_0,3334,2704,1680,1966,2074,3258,0.22205551,-0.24732006,2023-01-17,24.82698288339234,84.90503285047747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90503285047747,24.82698288339234]}"
20230117T045131_20230117T045127_T44RRN_2_45_0,2904,2151,1623,1717,1660,3078,0.2992824,-0.28383732,2023-01-17,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}"
20230117T045131_20230117T045127_T44RRN_2_48_0,3240,2420,1710,1952,1894,3924,0.34891716,-0.33560246,2023-01-17,24.976795211066857,84.62985290020244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62985290020244,24.976795211066857]}"
20230117T045131_20230117T045127_T44RRP_2_10_0,3009,2572,2176,2282,2236,2920,0.13266097,-0.12264514,2023-01-17,25.89964766774224,85.00849408045715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00849408045715,25.89964766774224]}"
20230117T045131_20230117T045127_T45RTH_2_2_0,3324,2849,1908,2114,2138,3204,0.19955073,-0.20496427,2023-01-17,25.110392977465306,84.74857373563094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74857373563094,25.110392977465306]}"
20230117T045131_20230117T045127_T45RTH_2_15_0,3773,3256,1750,2042,2178,3822,0.274,-0.30354705,2023-01-17,24.78770995034834,85.03161154138597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161154138597,24.78770995034834]}"
20230117T045131_20230117T045127_T45RTH_2_19_0,3358,2380,1546,1900,1662,4540,0.46404386,-0.4099379,2023-01-17,25.042635625377436,84.63448305540332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.63448305540332,25.042635625377436]}"
20230117T045131_20230117T045127_T45RTH_2_30_0,3704,2959,1722,1962,2100,3244,0.21407185,-0.24625432,2023-01-17,24.929593007845224,84.6379330931922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6379330931922,24.929593007845224]}"
20230117T045131_20230117T045127_T45RTH_2_43_0,3357,2740,1686,1954,2068,3212,0.21666667,-0.2435153,2023-01-17,24.82697615906361,84.90506623201334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.90506623201334,24.82697615906361]}"
20230117T045131_20230117T045127_T45RTH_2_45_0,2928,2152,1628,1750,1686,3188,0.3081658,-0.291211,2023-01-17,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}"
20230117T045131_20230117T045127_T45RTH_2_48_0,3487,2638,1803,1996,1934,3912,0.338351,-0.324306,2023-01-17,24.976852680933213,84.62990100252732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62990100252732,24.976852680933213]}"
20230117T045131_20230117T045127_T45RTJ_2_10_0,3095,2700,2212,2298,2240,2950,0.13680154,-0.124237806,2023-01-17,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20230117T045131_20230117T045127_T45RUH_2_15_0,3767,3249,1742,2032,2162,3812,0.27619687,-0.3045859,2023-01-17,24.78770995034834,85.03161154138597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03161154138597,24.78770995034834]}"
20230117T045131_20230117T045127_T45RUH_2_16_0,3024,2119,1579,1865,1706,4472,0.4477177,-0.4113934,2023-01-17,25.299303730950914,85.68922558546221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.68922558546221,25.299303730950914]}"
20230117T045131_20230117T045127_T45RUH_2_24_0,2861,2142,1431,1788,1596,3360,0.3559322,-0.3053613,2023-01-17,25.004128654816142,85.82941266326443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.82941266326443,25.004128654816142]}"
20230117T045131_20230117T045127_T45RUH_2_35_0,3420,2605,1564,1889,1864,3456,0.29924813,-0.2931712,2023-01-17,24.89651322225655,85.32109719239186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.32109719239186,24.89651322225655]}"
20230117T045131_20230117T045127_T45RUH_2_36_0,2759,1968,1534,1844,1594,4006,0.43071428,-0.36957264,2023-01-17,24.728382608659693,85.50753287459847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.50753287459847,24.728382608659693]}"
20230117T045131_20230117T045127_T45RUJ_2_7_0,2614,1914,2048,2176,1972,4108,0.3513158,-0.3074475,2023-01-17,25.90929185415298,85.17925231149755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.17925231149755,25.90929185415298]}"
20230117T045131_20230117T045127_T45RUJ_2_8_0,2722,1804,1696,1938,1602,5051,0.51841277,-0.44541422,2023-01-17,25.9678651401917,85.71686242447636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.71686242447636,25.9678651401917]}"
20230117T045131_20230117T045127_T45RUJ_2_10_0,3127,2720,2208,2294,2238,2974,0.14121258,-0.12908125,2023-01-17,25.899644975167085,85.00853719003544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.00853719003544,25.899644975167085]}"
20230117T045131_20230117T045127_T45RUJ_2_16_0,3035,2125,1559,1855,1698,4471,0.4495056,-0.41353145,2023-01-17,25.299303730950914,85.68922558546221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.68922558546221,25.299303730950914]}"
20230117T045131_20230117T045127_T45RUJ_2_26_0,2287,1754,1775,1958,1727,3436,0.3310091,-0.27400815,2023-01-17,25.687781778645725,85.42932579438074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.42932579438074,25.687781778645725]}"
20230117T045131_20230117T045127_T45RUJ_2_28_0,3443,2387,1797,2034,1800,4252,0.40515533,-0.3528476,2023-01-17,25.93664004439994,85.7389690164764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.7389690164764,25.93664004439994]}"
20230117T045131_20230117T045127_T45RUJ_2_38_0,3059,2260,1810,2114,1892,4124,0.37101063,-0.32221866,2023-01-17,26.127647475224002,86.02547942897066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.02547942897066,26.127647475224002]}"
20230117T045131_20230117T045127_T45RUJ_2_46_0,2932,2380,1597,1833,1944,2868,0.19201995,-0.22016592,2023-01-17,25.424024059297427,85.22726943789075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.22726943789075,25.424024059297427]}"
20230117T045131_20230117T045127_T45RUK_2_27_0,2834,2103,2472,2540,2310,3796,0.24336718,-0.19823232,2023-01-17,26.705622720054997,85.51189613417614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.51189613417614,26.705622720054997]}"
20230117T045131_20230117T045127_T45RVH_2_18_0,3402,2614,1620,1914,1919,4008,0.35245487,-0.35359675,2023-01-17,25.045662488345815,86.82745542085473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.82745542085473,25.045662488345815]}"
20230117T045131_20230117T045127_T45RVH_2_21_0,3275,2711,1778,2058,2030,3842,0.3085831,-0.30237287,2023-01-17,25.115300099257308,87.0191935082139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.0191935082139,25.115300099257308]}"
20230117T045131_20230117T045127_T45RVH_2_34_0,3646,2907,1660,2015,2092,3708,0.2786207,-0.29582387,2023-01-17,25.05959631089119,86.60485417027094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.60485417027094,25.05959631089119]}"
20230117T045131_20230117T045127_T45RVH_2_49_0,2388,1678,1437,1681,1394,4569,0.5324501,-0.46208,2023-01-17,25.308008774376134,86.16604545464368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.16604545464368,25.308008774376134]}"
20230117T045131_20230117T045127_T45RVJ_2_1_0,3325,2872,2014,2306,2354,3910,0.24840358,-0.25804377,2023-01-17,25.639229604428664,86.56052872090477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.56052872090477,25.639229604428664]}"
20230117T045131_20230117T045127_T45RVJ_2_6_0,2610,1878,1654,1918,1676,4579,0.4641087,-0.40957364,2023-01-17,25.756519303883366,86.4274766105735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.4274766105735,25.756519303883366]}"
20230117T045131_20230117T045127_T45RVJ_2_9_0,3109,2683,2236,2512,2476,2774,0.056761906,-0.049564887,2023-01-17,25.652898925433398,86.542146823988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.542146823988,25.652898925433398]}"
20230117T045131_20230117T045127_T45RVJ_2_11_0,2428,1777,1628,1809,1714,3216,0.30466533,-0.28,2023-01-17,25.741058031954445,86.64899053957265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.64899053957265,25.741058031954445]}"
20230117T045131_20230117T045127_T45RVJ_2_25_0,2968,2207,2084,2308,2118,4074,0.31589147,-0.27671576,2023-01-17,26.116680375417918,86.7750022002761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.7750022002761,26.116680375417918]}"
20230117T045131_20230117T045127_T45RVJ_2_31_0,2643,2052,1796,2038,1831,3742,0.3429033,-0.2948097,2023-01-17,25.86374600366304,86.8357668367509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.8357668367509,25.86374600366304]}"
20230117T045131_20230117T045127_T45RVJ_2_33_0,2895,2257,2114,2316,2116,3467,0.24198459,-0.19903165,2023-01-17,26.156488208495432,86.41653356233715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.41653356233715,26.156488208495432]}"
20230117T045131_20230117T045127_T45RVJ_2_38_0,3044,2246,1746,2060,1845,4100,0.37931034,-0.33116883,2023-01-17,26.127647475224002,86.02547942897066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.02547942897066,26.127647475224002]}"
20230117T045131_20230117T045127_T45RVJ_2_47_0,2534,1819,1548,1709,1536,3967,0.44175905,-0.39781538,2023-01-17,25.495907087905184,86.62065197352018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.62065197352018,25.495907087905184]}"
20230117T045131_20230117T045127_T45RVJ_2_49_0,2404,1677,1287,1581,1314,4620,0.5571284,-0.49008223,2023-01-17,25.308008774376134,86.16604545464368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.16604545464368,25.308008774376134]}"
20230117T045131_20230117T045127_T45RVK_2_29_0,3366,2676,2712,2880,2790,3590,0.12539186,-0.10973725,2023-01-17,26.374804021765485,86.35098756900341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.35098756900341,26.374804021765485]}"
20230117T045131_20230117T045127_T45RVK_2_33_0,2850,2239,2268,2412,2200,3448,0.22096318,-0.1767918,2023-01-17,26.156488208495432,86.41653356233715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.41653356233715,26.156488208495432]}"
20230117T045131_20230117T045127_T45RWH_2_21_0,3286,2717,1731,2021,1997,3846,0.31644702,-0.31106186,2023-01-17,25.115300099257308,87.0191935082139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.0191935082139,25.115300099257308]}"
20230117T045131_20230117T045127_T45RWJ_2_3_0,7595,6714,6712,6912,7196,7880,0.045370124,-0.06544078,2023-01-17,26.205176723839898,87.64226357976696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.64226357976696,26.205176723839898]}"
20230117T045131_20230117T045127_T45RWJ_2_37_0,3251,2546,2148,2390,2214,3566,0.23391004,-0.19744796,2023-01-17,25.94916546407544,87.3264548683133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.3264548683133,25.94916546407544]}"
20230117T054149_20230117T054149_T43RDP_1_4_0,2387,1850,1563,1771,1614,3757,0.3989946,-0.35926193,2023-01-17,30.133414249723614,74.43204472102887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.43204472102887,30.133414249723614]}"
20230117T054149_20230117T054149_T43RDP_1_7_0,2287,1687,1492,1758,1539,4252,0.4684856,-0.41497505,2023-01-17,30.470432435669107,75.01109495890387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.01109495890387,30.470432435669107]}"
20230117T054149_20230117T054149_T43RDP_1_10_0,2311,1678,1458,1648,1459,4272,0.4908393,-0.44324324,2023-01-17,30.40355814698842,74.95768052503085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.95768052503085,30.40355814698842]}"
20230117T054149_20230117T054149_T43RDP_1_12_0,2352,1771,1504,1678,1524,4040,0.45219266,-0.4130815,2023-01-17,30.20633041101837,74.87880214562907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87880214562907,30.20633041101837]}"
20230117T054149_20230117T054149_T43RDP_1_14_0,2497,1947,1471,1691,1504,3338,0.3787691,-0.3275005,2023-01-17,30.000514756929327,74.18055005741631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.18055005741631,30.000514756929327]}"
20230117T054149_20230117T054149_T43RDP_1_17_0,2361,1627,1371,1595,1279,5340,0.6135368,-0.54001445,2023-01-17,30.435064093888105,74.65878495489407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.65878495489407,30.435064093888105]}"
20230117T054149_20230117T054149_T43RDQ_1_22_0,2849,2466,1814,1874,1926,2684,0.16442516,-0.17770952,2023-01-17,30.98851090042315,74.55136245942504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.55136245942504,30.98851090042315]}"
20230117T054149_20230117T054149_T43RDQ_1_24_0,2159,1604,1446,1580,1366,3873,0.47852644,-0.42050248,2023-01-17,31.11546065864115,74.80110315150363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.80110315150363,31.11546065864115]}"
20230117T054149_20230117T054149_T43REP_1_3_0,3144,2569,1742,1886,1828,3238,0.2783261,-0.26385635,2023-01-17,30.25621995680844,75.29911897826734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.29911897826734,30.25621995680844]}"
20230117T054149_20230117T054149_T43REP_1_5_0,2124,1554,1400,1593,1309,4487,0.5483092,-0.47598684,2023-01-17,30.038671795938395,75.64364869809305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.64364869809305,30.038671795938395]}"
20230117T054149_20230117T054149_T43REP_1_7_0,2288,1690,1536,1782,1553,4255,0.4652204,-0.40964055,2023-01-17,30.470432435669107,75.01109495890387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.01109495890387,30.470432435669107]}"
20230117T054149_20230117T054149_T43REP_1_16_0,2181,1649,1396,1546,1307,3746,0.48268357,-0.41572183,2023-01-17,30.368012172397847,75.75204600316869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.75204600316869,30.368012172397847]}"
20230117T054149_20230117T054149_T43REP_1_20_0,2200,1613,1384,1599,1316,4501,0.5475331,-0.4757377,2023-01-17,30.086403079200302,75.7148321570497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.7148321570497,30.086403079200302]}"
20230117T054149_20230117T054149_T43REP_1_26_0,2318,1772,1462,1620,1441,3280,0.3895361,-0.33877552,2023-01-17,30.3288835181506,75.11677125866088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.11677125866088,30.3288835181506]}"
20230117T054149_20230117T054149_T43REP_1_28_0,2177,1770,1495,1580,1439,2526,0.2741488,-0.23039454,2023-01-17,30.68813046969427,75.18882715708921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.18882715708921,30.68813046969427]}"
20230117T054149_20230117T054149_T43REP_1_34_0,2545,2183,1626,1822,1647,3290,0.3327932,-0.28716746,2023-01-17,30.580495037181304,75.2794592470768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.2794592470768,30.580495037181304]}"
20230117T054149_20230117T054149_T43REP_1_37_0,1959,1489,1338,1400,1215,2725,0.38324872,-0.3212121,2023-01-17,30.5650397935388,75.95230628470503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95230628470503,30.5650397935388]}"
20230117T054149_20230117T054149_T43REP_1_39_0,2441,1920,1742,1864,1650,3333,0.33774835,-0.28266308,2023-01-17,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230117T054149_20230117T054149_T43REQ_1_1_0,2370,1720,1452,1644,1348,4636,0.54946524,-0.47643313,2023-01-17,30.96990503438352,75.4273980932442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.4273980932442,30.96990503438352]}"
20230117T054149_20230117T054149_T43REQ_1_6_0,2582,2111,1550,1816,1643,3468,0.35707298,-0.31264195,2023-01-17,31.16463003378407,75.39658133069807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39658133069807,31.16463003378407]}"
20230117T054149_20230117T054149_T43REQ_1_8_0,2601,2537,1514,1634,1710,2240,0.13417721,-0.15642746,2023-01-17,30.96497862472879,75.92169990515954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.92169990515954,30.96497862472879]}"
20230117T054149_20230117T054149_T43REQ_1_9_0,2379,1686,1400,1598,1308,5112,0.59252334,-0.523696,2023-01-17,30.99509642731238,75.42227325944118,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.42227325944118,30.99509642731238]}"
20230117T054149_20230117T054149_T43REQ_1_11_0,2950,2722,1762,1925,2076,3012,0.18396227,-0.2201742,2023-01-17,30.97086151232952,75.51180326389321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.51180326389321,30.97086151232952]}"
20230117T054149_20230117T054149_T43REQ_1_18_0,2437,1912,1419,1592,1440,3735,0.44347826,-0.40229023,2023-01-17,31.61811955504992,75.56107084538891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.56107084538891,31.61811955504992]}"
20230117T054149_20230117T054149_T43REQ_1_23_0,2328,1990,1524,1686,1742,2781,0.2297148,-0.24513096,2023-01-17,30.762801286933712,75.9798463072866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.9798463072866,30.762801286933712]}"
20230117T054149_20230117T054149_T43REQ_1_25_0,2359,2063,1476,1598,1536,2510,0.24073158,-0.22200584,2023-01-17,31.139802583357216,75.71390613060048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.71390613060048,31.139802583357216]}"
20230117T054149_20230117T054149_T43REQ_1_28_0,2179,1771,1449,1548,1420,2509,0.27716976,-0.23687454,2023-01-17,30.68813046969427,75.18882715708921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.18882715708921,30.68813046969427]}"
20230117T054149_20230117T054149_T43REQ_1_31_0,2238,1791,1492,1620,1548,2951,0.3118471,-0.29118356,2023-01-17,30.906142255020168,75.65680950711797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.65680950711797,30.906142255020168]}"
20230117T054149_20230117T054149_T43REQ_1_32_0,2153,1613,1393,1558,1336,4188,0.5162925,-0.4577097,2023-01-17,30.975070541418855,75.94849930333825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.94849930333825,30.975070541418855]}"
20230117T054149_20230117T054149_T43REQ_1_33_0,2417,1837,1401,1566,1378,3590,0.4452496,-0.39255238,2023-01-17,31.463235195596926,75.53340931846465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.53340931846465,31.463235195596926]}"
20230117T054149_20230117T054149_T43REQ_1_36_0,2638,2387,1568,1717,1736,2737,0.22378717,-0.22900763,2023-01-17,31.58866234173577,75.96214429686754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.96214429686754,31.58866234173577]}"
20230117T054149_20230117T054149_T43REQ_1_39_0,2445,1923,1700,1841,1637,3333,0.3412475,-0.2883649,2023-01-17,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230117T054149_20230117T054149_T43RFP_1_15_0,2625,2024,1552,1802,1514,3612,0.409286,-0.33431843,2023-01-17,30.626527212308442,76.20821750089146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.20821750089146,30.626527212308442]}"
20230117T054149_20230117T054149_T43RFP_1_19_0,3128,2280,1672,1860,1889,3758,0.3309722,-0.33784264,2023-01-17,30.38711456184649,76.39291045940162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.39291045940162,30.38711456184649]}"
20230117T054149_20230117T054149_T43RFP_1_39_0,2442,1921,1758,1872,1654,3336,0.33707416,-0.281106,2023-01-17,30.703045818213656,76.10631946881482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10631946881482,30.703045818213656]}"
20230117T054149_20230117T054149_T43RFQ_1_27_0,2179,1605,1442,1594,1352,4600,0.54569894,-0.48530835,2023-01-17,31.20556457734315,76.43005937775438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.43005937775438,31.20556457734315]}"
