lat,lon,ndvi_max,ndvi_min,ndvi_mean,ndvi_std,ndvi_range,ndvi_max_decline,ndvi_recovery,ndvi_below_thresh,peak_timing,ndwi_mean,ndwi_min,ndwi_stress_fraction,evi_mean,evi_max,evi_std,savi_mean,savi_max,ndvi_ndwi_corr,dual_stress_fraction,cluster,stress_label,green_up_date,peak_date,senescence_date,peak_ndvi,season_length
24.495981772723027,84.52635387703498,0.589733579428571,0.13050740685714257,0.32038360343317956,0.13565732666319674,0.4592261725714284,-0.21015869114285718,0.1678790102857145,37,0.6451612903225806,-0.33677968523502266,-0.6241008831428567,1.0,0.6643060622398057,0.8881858763809422,0.08453344752894248,0.4805266072084279,0.8845249815942652,-0.9165108566207878,0.5967741935483871,0,MILD_STRESS,2023-02-04,2023-10-12,2023-12-16,0.589733579428571,315
24.495983794393656,84.52630158517199,0.5857397514285709,0.13167227542857118,0.31072333442630357,0.13341639314092518,0.45406747599999975,-0.20404922657142857,0.15674213314285756,39,0.6507936507936508,-0.33027777846711986,-0.6219451077142852,1.0,0.7079330986951768,0.9601707860135484,0.13583739390593377,0.46603761330951127,0.8785338225117953,-0.9138556694115324,0.6190476190476191,0,MILD_STRESS,2023-05-27,2023-10-12,2023-12-16,0.5857397514285709,203
24.57416167641325,83.63250147234471,0.3218508785714283,0.1331652148571427,0.20359524157142836,0.05223568606304314,0.1886856637142856,-0.06916621428571429,0.02312624428571436,30,0.6333333333333333,-0.2964147640666664,-0.35780511114285685,1.0,0.5503031319462364,0.9781634590967381,0.21939560982479564,0.30536642175423784,0.48272885949378286,-0.7212917659122473,1.0,1,STRESSED,2023-10-17,2023-10-17,2023-10-17,0.3218508785714283,0
24.66447999279747,83.91239208469253,0.6084572754285709,0.13307022999999985,0.3531438689714282,0.14355942654730716,0.475387045428571,-0.23690685171428588,0.06713158485714238,15,0.6333333333333333,-0.3707410839999996,-0.5428476085714281,1.0,0.21680708442210048,0.9332263660460438,0.6481611302131686,0.529673744010678,0.9126182918279377,-0.9570362129672791,0.5,0,MILD_STRESS,2023-01-15,2023-10-17,2023-12-16,0.6084572754285709,335
24.728382608659693,85.50753287459847,0.6191587191428568,0.0435489079999998,0.3144444700187753,0.19536786302780174,0.575609811142857,-0.1394054828571428,0.04371988154285733,19,0.6571428571428571,-0.32511312370612216,-0.5448084811428566,1.0,0.5093591333312412,0.7394834331514977,0.17842188645942622,0.47162739273103244,0.928663775885703,-0.9787196584028296,0.5428571428571428,0,MILD_STRESS,2023-01-17,2023-10-14,2023-11-08,0.6191587191428568,295
24.78770995034834,85.03161154138597,0.45736558942857103,0.13051790628571416,0.28096890498739474,0.11328309283141527,0.32684768314285684,-0.08606903314285708,0.039254470285714355,39,0.8676470588235294,-0.29933703835294095,-0.4322499571428567,1.0,0.5614156763850331,0.6689320299175534,0.10944801549525159,0.4214201461918205,0.6859922398004721,-0.9557918902928028,0.5735294117647058,1,STRESSED,2023-05-07,2023-11-18,2023-12-18,0.45736558942857103,225
24.78773142793995,85.03161554260646,0.45534568742857107,0.14061243085714273,0.2812528088067225,0.11010536923433323,0.31473325657142837,-0.15364484285714292,0.05409440457142853,19,0.8823529411764706,-0.3032146463445375,-0.4441352174285711,1.0,0.536802071240188,0.6021117391897554,0.07777337513809102,0.4218457433383276,0.6829618283151444,-0.961607720762,0.5588235294117647,1,STRESSED,2023-05-12,2023-11-18,2023-12-13,0.45534568742857107,215
24.82697615906361,84.90506623201334,0.5620051048571424,0.08631690142857132,0.2942813171519271,0.12140804718738575,0.4756882034285711,-0.0792759437142857,0.0,44,0.6507936507936508,-0.30238621019047596,-0.4957976759999996,1.0,0.7371816824594041,0.9618615945615651,0.14615866927654617,0.44138322503046606,0.8429361693432738,-0.9756694189629777,0.6984126984126984,0,MILD_STRESS,2023-02-06,2023-10-12,2023-11-08,0.5620051048571424,275
24.82698288339234,84.90503285047747,0.5672199759999994,0.0820500734285714,0.29388882858705334,0.12387433699217128,0.485169902571428,-0.08422828928571427,0.0,44,0.65625,-0.301045733191964,-0.5001199879999996,1.0,0.7120691633513048,0.9549993402631769,0.16109193059532154,0.44079482844478446,0.8507585257541403,-0.9749982025068601,0.6875,0,MILD_STRESS,2023-02-06,2023-10-12,2023-11-06,0.5672199759999994,273
24.89651322225655,85.32109719239186,0.49420450828571394,0.0576915242857141,0.25072065675630234,0.13060820427837957,0.4365129839999998,-0.09414446771428564,0.08987026657142878,22,0.6470588235294118,-0.2750812481764703,-0.42846404199999966,1.0,0.6278595696143112,0.9612230334118589,0.2592695551846854,0.37604792886793786,0.74124125507999,-0.9694007884761617,0.6470588235294118,1,STRESSED,2023-01-27,2023-10-14,2023-11-03,0.49420450828571394,280
24.929593007845224,84.6379330931922,0.6159670625714282,0.09704600199999976,0.28001775681179114,0.13500978509333106,0.5189210605714284,-0.0741466705714286,0.041146526285714455,50,0.6507936507936508,-0.29609763105668907,-0.5445283405714282,1.0,0.6823927347922968,0.9775815467182997,0.17187012752610228,0.4199911042812112,0.9238802864359903,-0.9833598932473943,0.7936507936507936,0,MILD_STRESS,2023-02-06,2023-10-12,2023-11-16,0.6159670625714282,283
24.929606131476618,84.63796351056507,0.5911655088571424,0.10642905799999977,0.2779231204196426,0.12415580738592179,0.48473645085714256,-0.0710380108571429,0.039769544571428644,51,0.65625,-0.2942245931562497,-0.5235941782857139,1.0,0.7010154503959786,0.9887335510466786,0.17545825648640692,0.4168493036388883,0.886679447917774,-0.9791095027131913,0.796875,0,MILD_STRESS,2023-02-06,2023-10-12,2023-11-16,0.5911655088571424,283
24.976795211066857,84.62985290020244,0.5914936011428567,0.1022139559999999,0.34546173655328766,0.12798376936994432,0.48927964514285677,-0.09564040142857139,0.0,32,0.6507936507936508,-0.34701736706575936,-0.5303330991428568,1.0,0.8148307029409161,0.9456910278272009,0.10725643963578983,0.5181487681394618,0.887166256604486,-0.9760157206837673,0.5079365079365079,0,MILD_STRESS,2023-01-17,2023-10-12,2023-11-18,0.5914936011428567,305
24.976852680933213,84.62990100252732,0.5853142439999995,0.09267897114285706,0.32458862537327154,0.12849590596295032,0.4926352728571425,-0.09643059485714284,0.0,34,0.6451612903225806,-0.33267265765437765,-0.5234944171428567,1.0,0.71546591358852,0.9179393295930882,0.23243354695508353,0.48684112401103835,0.8778970365628496,-0.9769133445543381,0.5483870967741935,0,MILD_STRESS,2023-01-17,2023-10-12,2023-11-16,0.5853142439999995,303
