system:index,B11,B12,B2,B3,B4,B8,EVI,NDVI,NDWI,SAVI,date,lat,lon,.geo,temperature,humidity,precipitation,lat_r,lon_r,ndvi_trend,ndwi_trend,stress_score,label
20230120T050121_20230120T050119_T44RRN_2_45_0,2751,2058,1809,1926,1864,2956,4.760244115082824,0.22655602,-0.2109791,0.3397987760605746,2023-01-20,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",11.61,66.94,0.33,24.496,84.526,-0.07272638000000001,0.07285822,4,Severely Stressed
20230120T050121_20230120T050119_T45RTH_2_45_0,2761,2044,1812,1927,1842,3002,6.236559139784946,0.23947151,-0.21809697,0.3591701930023738,2023-01-20,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",11.61,66.94,0.33,24.496,84.526,-0.06869428999999999,0.07311403,4,Severely Stressed
20230125T050059_20230125T051013_T44RRN_2_45_0,2895,2165,1245,1389,1451,2692,1.5049721076885765,0.29954138,-0.3192845,0.4492578737782068,2023-01-25,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",11.83,38.67,0.03,24.496,84.526,0.07298536000000003,-0.10830540000000002,4,Severely Stressed
20230125T050059_20230125T051013_T45RTH_2_45_0,2903,2160,1221,1385,1408,2766,1.6500607533414338,0.3253474,-0.33269092,0.4879626302551204,2023-01-25,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",11.83,38.67,0.03,24.496,84.526,0.08587589000000001,-0.11459395,4,Severely Stressed
20230127T045051_20230127T045956_T44RRN_2_45_0,3142,2357,2064,2124,2046,3080,-21.016260162601625,0.20171674,-0.18370484,0.3025455964108066,2023-01-27,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",11.43,34.53,0.0,24.496,84.526,-0.09782464000000002,0.13557966000000002,5,Severely Stressed
20230127T045051_20230127T045956_T45RTH_2_45_0,3157,2357,2106,2148,2042,3148,-7.017766497461929,0.21310212,-0.18882175,0.3196223870532704,2023-01-27,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",11.43,34.53,0.0,24.496,84.526,-0.11224528,0.14386917,5,Severely Stressed
20230130T050041_20230130T051047_T44RRN_2_45_0,2837,2177,1308,1447,1593,2672,1.114209004543577,0.25298944,-0.2974023,0.379439690540382,2023-01-30,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",14.84,77.44,0.46,24.496,84.526,0.051272700000000004,-0.11369746,4,Severely Stressed
20230130T050041_20230130T051047_T45RTH_2_45_0,2850,2167,1272,1461,1574,2660,1.0584795321637428,0.25649503,-0.2909488,0.3846971307120085,2023-01-30,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",14.84,77.44,0.46,24.496,84.526,0.04339291000000001,-0.10212705,4,Severely Stressed
20230204T050009_20230204T050137_T44RRN_2_45_0,3077,2361,1271,1493,1561,2810,1.1807525051994707,0.28574696,-0.30606553,0.4285714285714285,2023-02-04,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",17.45,44.01,0.0,24.496,84.526,0.032757519999999984,-0.008663229999999966,4,Severely Stressed
20230204T050009_20230204T050137_T45RTH_2_45_0,3094,2328,1235,1422,1451,2826,1.5139837040299495,0.321487,-0.33050847,0.4821741671537112,2023-02-04,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",17.45,44.01,0.0,24.496,84.526,0.06499197000000001,-0.03955966999999999,4,Severely Stressed
20230206T045001_20230206T045636_T44RRN_2_45_0,3356,2526,1360,1536,1634,2982,1.3026671820641669,0.29202774,-0.32005313,0.4379941514134085,2023-02-06,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",18.8,35.46,0.0,24.496,84.526,0.006280779999999986,-0.013987600000000044,4,Severely Stressed
20230206T045001_20230206T045636_T45RTH_2_45_0,3368,2526,1335,1529,1615,2998,1.2917989912198766,0.2998049,-0.32449746,0.4496586105993281,2023-02-06,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",18.8,35.46,0.0,24.496,84.526,-0.021682100000000037,0.006011009999999983,4,Severely Stressed
20230209T045941_20230209T050547_T44RRN_2_45_0,3131,2371,1328,1561,1637,2748,1.063768671007277,0.25336373,-0.27546996,0.3800022802417057,2023-02-09,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",17.71,28.9,0.0,24.496,84.526,-0.046441169999999976,0.0490275,4,Severely Stressed
20230209T045941_20230209T050547_T45RTH_2_45_0,3075,2335,1302,1498,1604,2664,1.0499207606973058,0.24835989,-0.28015378,0.3724961930420522,2023-02-09,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",17.71,28.9,0.0,24.496,84.526,-0.04366784999999998,0.03989935,4,Severely Stressed
20230211T044929_20230211T050134_T44RRN_2_45_0,3463,2725,1480,1602,1714,2920,1.4323040380047505,0.26025033,-0.29146394,0.3903333692955011,2023-02-11,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",16.12,28.47,0.0,24.496,84.526,0.011890439999999974,-0.011310159999999958,4,Severely Stressed
20230211T044929_20230211T050134_T45RTH_2_45_0,3440,2682,1452,1618,1678,3004,1.5185524507558408,0.2832123,-0.2998702,0.4247730912973839,2023-02-11,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",16.12,28.47,0.0,24.496,84.526,0.029848569999999963,-0.024400239999999962,4,Severely Stressed
20230214T045909_20230214T050903_T44RRN_2_45_0,3181,2488,1412,1568,1708,2692,1.046363249680987,0.22363636,-0.26384977,0.3354164299511419,2023-02-14,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",18.99,17.68,0.0,24.496,84.526,-0.03661396999999997,0.027614169999999993,4,Severely Stressed
20230214T045909_20230214T050903_T45RTH_2_45_0,3186,2460,1391,1558,1715,2772,1.0045618703668504,0.23556942,-0.28036952,0.3533147632311977,2023-02-14,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",18.99,17.68,0.0,24.496,84.526,-0.04764287999999997,0.019500679999999992,4,Severely Stressed
20230216T044851_20230216T045412_T44RRN_2_45_0,3521,2644,1415,1634,1776,2872,0.9394822561289216,0.23580034,-0.27474478,0.3536624717650855,2023-02-16,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",23.52,22.7,0.0,24.496,84.526,0.012163979999999991,-0.010895010000000038,4,Severely Stressed
20230216T044851_20230216T045412_T45RTH_2_45_0,3531,2641,1421,1618,1758,2972,1.0598917408765498,0.25665963,-0.2949891,0.3849487369199873,2023-02-16,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",23.52,22.7,0.0,24.496,84.526,0.021090210000000026,-0.014619580000000021,4,Severely Stressed
20230219T045841_20230219T050449_T44RRN_2_45_0,3301,2458,1292,1556,1723,2642,0.6981160741415983,0.21053837,-0.25869462,0.3157713893024854,2023-02-19,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",23.99,18.38,0.0,24.496,84.526,-0.025261969999999995,0.016050160000000036,4,Severely Stressed
20230219T045841_20230219T050449_T45RTH_2_45_0,3322,2445,1306,1594,1750,2690,0.6919905771495878,0.2117117,-0.25583568,0.3175318094809143,2023-02-19,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",23.99,18.38,0.0,24.496,84.526,-0.044947930000000025,0.039153419999999994,4,Severely Stressed
20230221T044819_20230221T050037_T44RRN_2_45_0,3735,2892,1310,1586,1774,2940,0.7752659574468085,0.24734832,-0.29916042,0.3709831371301304,2023-02-21,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",21.8,27.63,0.0,24.496,84.526,0.03680995000000001,-0.040465799999999996,4,Severely Stressed
20230221T044819_20230221T050037_T45RTH_2_45_0,3771,2897,1296,1586,1722,3060,0.9106997005172884,0.27979925,-0.31726217,0.4196549921589126,2023-02-21,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",21.8,27.63,0.0,24.496,84.526,0.06808755,-0.06142649,4,Severely Stressed
20230226T044741_20230226T050141_T44RRN_2_45_0,3707,2865,1444,1662,1844,2964,0.87527352297593,0.23294508,-0.28145266,0.3493813039409379,2023-02-26,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",24.18,25.22,0.0,24.496,84.526,-0.014403240000000012,0.01770775999999996,4,Severely Stressed
20230226T044741_20230226T050141_T45RTH_2_45_0,3732,2847,1411,1690,1899,3012,0.7275460844554844,0.22663409,-0.28115696,0.3399165224473175,2023-02-26,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",24.18,25.22,0.0,24.496,84.526,-0.05316515999999999,0.03610521,4,Severely Stressed
20230301T045721_20230301T050156_T44RRN_2_45_0,3498,2711,1439,1691,1879,2748,0.6724965175669401,0.18781067,-0.2381167,0.2816855753646677,2023-03-01,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",21.62,45.37,0.48,24.496,84.526,-0.045134409999999986,0.043335960000000034,4,Severely Stressed
20230301T045721_20230301T050156_T45RTH_2_45_0,3506,2707,1446,1678,1912,2766,0.6290512669416617,0.18255664,-0.24482448,0.2738057069573581,2023-03-01,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",21.62,45.37,0.48,24.496,84.526,-0.04407745000000002,0.03633248,4,Severely Stressed
20230303T044709_20230303T050149_T44RRN_2_45_0,3995,3149,1602,1732,2028,3064,0.8048477315102548,0.2034564,-0.27773145,0.3051546391752577,2023-03-03,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",22.81,46.23,0.0,24.496,84.526,0.020899760000000017,-0.03290696999999998,4,Severely Stressed
20230303T044709_20230303T050149_T45RTH_2_45_0,4043,3167,1624,1776,2102,3166,0.739094192831342,0.20197418,-0.28126264,0.302932523488659,2023-03-03,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",22.81,46.23,0.0,24.496,84.526,0.01416350999999999,-0.04314594000000002,4,Severely Stressed
20230306T045659_20230306T050332_T44RRN_2_45_0,3635,2887,1566,1730,1964,2830,0.754355400696864,0.18064247,-0.24122807,0.2709354468662008,2023-03-06,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",23.96,29.08,0.0,24.496,84.526,-0.021331710000000004,0.04003457000000002,4,Severely Stressed
20230306T045659_20230306T050332_T45RTH_2_45_0,3669,2908,1586,1744,1979,2918,0.8100414078674949,0.19175005,-0.25182325,0.2875957120980092,2023-03-06,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",23.96,29.08,0.0,24.496,84.526,-0.011706350000000004,0.025908199999999992,4,Severely Stressed
20230311T045651_20230311T051035_T44RRN_2_45_0,3699,2847,1442,1626,1881,2698,0.6443217665615142,0.17842324,-0.24791859,0.2676056338028169,2023-03-11,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",25.64,20.72,0.0,24.496,84.526,-0.0022192299999999887,-0.006690520000000005,4,Severely Stressed
20230311T045651_20230311T051035_T45RTH_2_45_0,3743,2850,1434,1621,1952,2780,0.5537720706260032,0.17497887,-0.26334924,0.2624405705229794,2023-03-11,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",25.64,20.72,0.0,24.496,84.526,-0.016771179999999997,-0.011525989999999986,4,Severely Stressed
20230313T044709_20230313T045258_T44RRN_2_45_0,4155,3255,1484,1662,2018,2926,0.5813060179257362,0.18365696,-0.2755013,0.2754575791283244,2023-03-13,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",26.43,26.5,0.0,24.496,84.526,0.005233719999999997,-0.02758271000000001,4,Severely Stressed
20230313T044709_20230313T045258_T45RTH_2_45_0,4208,3292,1487,1674,2042,3024,0.5952236634743605,0.1938413,-0.28735632,0.2907332478042041,2023-03-13,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",26.43,26.5,0.0,24.496,84.526,0.018862429999999986,-0.024007080000000014,4,Severely Stressed
20230323T044659_20230323T045722_T44RRN_2_45_0,4117,3399,1566,1653,1934,2780,0.8011363636363635,0.17946543,-0.25422964,0.2691695832007635,2023-03-23,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",24.14,44.64,4.26,24.496,84.526,-0.004191529999999999,0.021271660000000026,4,Severely Stressed
20230323T044659_20230323T045722_T45RTH_2_45_0,4165,3424,1578,1676,1966,2818,0.7661870503597122,0.17809364,-0.2541166,0.2671125509457623,2023-03-23,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",24.14,44.64,4.26,24.496,84.526,-0.015747659999999997,0.03323971999999997,4,Severely Stressed
20230328T044701_20230328T045910_T44RRN_2_45_0,4181,3368,1722,1869,2140,2932,0.6927921623512946,0.15615141,-0.22141221,0.2342040413997043,2023-03-28,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",24.22,40.17,0.0,24.496,84.526,-0.02331402000000002,0.03281742999999998,5,Severely Stressed
20230328T044701_20230328T045910_T45RTH_2_45_0,4222,3393,1688,1900,2156,2984,0.6347746090156393,0.1610895,-0.22194922,0.2416107382550335,2023-03-28,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",24.22,40.17,0.0,24.496,84.526,-0.01700414,0.03216738000000002,5,Severely Stressed
20230405T045659_20230405T051016_T44RRN_2_45_0,3733,3147,1532,1686,1915,2698,0.7252686180066692,0.1697377,-0.23083942,0.2545789530725046,2023-04-05,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",24.46,48.95,0.0,24.496,84.526,0.01358629,-0.009427209999999991,4,Severely Stressed
20230405T045659_20230405T051016_T45RTH_2_45_0,3769,3172,1566,1722,1932,2724,0.7698289269051322,0.17010309,-0.22537112,0.2551272414903898,2023-04-05,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",24.46,48.95,0.0,24.496,84.526,0.009013590000000016,-0.0034219000000000055,4,Severely Stressed
20230407T044701_20230407T045514_T44RRN_2_45_0,4069,3359,1674,1865,2058,2946,0.8102189781021898,0.17745803,-0.22469342,0.266160455589969,2023-04-07,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",24.13,41.01,0.0,24.496,84.526,0.0073549399999999765,0.0006777000000000033,4,Severely Stressed
20230407T044701_20230407T045514_T45RTH_2_45_0,4106,3393,1677,1862,2072,2962,0.7897071872227152,0.17679778,-0.22802654,0.2651703247591618,2023-04-07,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",24.13,41.01,0.0,24.496,84.526,0.007060079999999996,0.00281287999999999,4,Severely Stressed
20230412T044659_20230412T050134_T44RRN_2_45_0,3809,3406,1630,1792,1966,2916,0.954581993569132,0.19459239,-0.23874256,0.2918586789554531,2023-04-12,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",29.29,39.63,0.0,24.496,84.526,0.017134360000000015,-0.014049139999999988,4,Severely Stressed
20230412T044659_20230412T050134_T45RTH_2_45_0,3756,3415,1607,1790,1957,2890,0.9038945940709164,0.1924902,-0.23504274,0.2887055183084064,2023-04-12,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",29.29,39.63,0.0,24.496,84.526,0.015692420000000012,-0.0070162,4,Severely Stressed
20230417T044701_20230417T045910_T44RRN_2_45_0,3918,3391,1634,1843,2030,2926,0.7854137447405329,0.18079096,-0.22709164,0.2711590840310703,2023-04-17,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",32.19,29.29,2.59,24.496,84.526,-0.01169924,0.007951099999999989,4,Severely Stressed
20230417T044701_20230417T045910_T45RTH_2_45_0,3900,3413,1611,1832,2016,2894,0.7546845452982637,0.17881873,-0.22471434,0.2682007942164749,2023-04-17,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",32.19,29.29,2.59,24.496,84.526,-0.015773659999999995,0.01402821999999998,4,Severely Stressed
20230420T045701_20230420T050458_T44RRN_2_45_0,3617,3046,1632,1795,2015,2708,0.6770222743259086,0.14672877,-0.20275372,0.2200698634487138,2023-04-20,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",27.58,43.64,0.32,24.496,84.526,-0.03406218999999999,0.024337920000000013,5,Severely Stressed
20230420T045701_20230420T050458_T45RTH_2_45_0,3601,3056,1660,1795,2004,2718,0.7784561709550807,0.15120712,-0.20452027,0.2267866596082583,2023-04-20,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",27.58,43.64,0.32,24.496,84.526,-0.02761161000000001,0.02019407000000001,5,Severely Stressed
20230425T045659_20230425T050910_T44RRN_2_45_0,3711,3168,994,1313,1522,2658,0.6549815498154982,0.27177033,-0.33870563,0.4076067456045927,2023-04-25,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",29.5,24.61,0.0,24.496,84.526,0.12504156,-0.13595190999999998,4,Severely Stressed
20230425T045659_20230425T050910_T45RTH_2_45_0,3715,3185,998,1310,1502,2630,0.6782106782106783,0.2729913,-0.33502537,0.409437386569873,2023-04-25,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",29.5,24.61,0.0,24.496,84.526,0.12178417999999999,-0.13050509999999999,4,Severely Stressed
20230507T044701_20230507T045349_T44RRN_2_45_0,4252,3522,1566,1799,1996,2970,0.7604622111180512,0.1961337,-0.24554414,0.294170945333736,2023-05-07,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",31.1,25.13,0.0,24.496,84.526,-0.07563663000000001,0.09316148999999999,4,Severely Stressed
20230507T044701_20230507T045349_T45RTH_2_45_0,4264,3556,1560,1822,2022,3000,0.7122050684532478,0.19474313,-0.24429697,0.2920856147336984,2023-05-07,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",31.1,25.13,0.0,24.496,84.526,-0.07824817,0.09072839999999999,4,Severely Stressed
20230512T044659_20230512T045751_T44RRN_2_45_0,4218,3635,1700,1902,2094,3168,0.9001005698960778,0.2041049,-0.24970414,0.3061282660332541,2023-05-12,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",34.6,12.25,0.0,24.496,84.526,0.007971200000000012,-0.004159999999999997,4,Severely Stressed
20230512T044659_20230512T045751_T45RTH_2_45_0,4222,3662,1698,1906,2082,3148,0.9170681348933242,0.20382409,-0.24574594,0.3057069113851448,2023-05-12,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",34.6,12.25,0.0,24.496,84.526,0.009080960000000027,-0.0014489699999999939,4,Severely Stressed
20230515T045659_20230515T050145_T44RRN_2_45_0,3917,3285,1432,1744,1949,2882,0.6078967943706021,0.19312772,-0.24600087,0.2896615957777088,2023-05-15,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",35.18,19.71,0.0,24.496,84.526,-0.010977180000000003,0.0037032699999999807,4,Severely Stressed
20230515T045659_20230515T050145_T45RTH_2_45_0,3907,3293,1410,1748,1956,2854,0.5590139442231076,0.18669438,-0.2403303,0.2800124727159339,2023-05-15,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",35.18,19.71,0.0,24.496,84.526,-0.01712971000000002,0.005415639999999999,4,Severely Stressed
20230520T045701_20230520T050828_T44RRN_2_45_0,3750,3103,1547,1776,2032,2838,0.5877205775120316,0.16550308,-0.23016906,0.2482291345857714,2023-05-20,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",35.24,22.18,0.0,24.496,84.526,-0.021191299999999996,0.010161239999999988,5,Severely Stressed
20230520T045701_20230520T050828_T45RTH_2_45_0,3755,3110,1558,1785,2036,2842,0.5972139893301719,0.16523165,-0.22844176,0.2478220764579276,2023-05-20,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",35.24,22.18,0.0,24.496,84.526,-0.027896069999999995,0.017559110000000017,5,Severely Stressed
20230522T044709_20230522T050125_T44RRN_2_45_0,4284,3657,1667,1930,2114,3118,0.7604908347220118,0.19189602,-0.23534073,0.2878165312947922,2023-05-22,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",37.55,24.37,0.0,24.496,84.526,0.026392940000000004,-0.005171669999999989,4,Severely Stressed
20230522T044709_20230522T050125_T45RTH_2_45_0,4286,3665,1676,1932,2156,3144,0.7035032754201083,0.18641509,-0.23877068,0.2795962645033487,2023-05-22,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",37.55,24.37,0.0,24.496,84.526,0.021183439999999998,-0.01032892000000002,4,Severely Stressed
20230525T045659_20230525T050218_T44RRN_2_45_0,3833,3219,1262,1544,1832,2710,0.5179329872581406,0.19330691,-0.27409497,0.2899284534947716,2023-05-25,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",31.95,41.54,14.47,24.496,84.526,0.006891819999999993,-0.03532428999999998,4,Severely Stressed
20230525T045659_20230525T050218_T45RTH_2_45_0,3844,3252,1277,1580,1820,2720,0.5537098560354374,0.19823788,-0.26511627,0.2973240832507433,2023-05-25,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",31.95,41.54,14.47,24.496,84.526,0.006341860000000005,-0.02977553999999999,4,Severely Stressed
20230527T044701_20230527T045831_T44RRN_2_45_0,4307,3515,1499,1804,1995,3170,0.7534949339489547,0.22749273,-0.27462807,0.3412060787919853,2023-05-27,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",28.46,69.32,11.73,24.496,84.526,0.034185820000000006,-0.0005331000000000086,4,Severely Stressed
20230527T044701_20230527T045831_T45RTH_2_45_0,4321,3541,1501,1794,1992,3204,0.7770226952173355,0.23325635,-0.28211284,0.3498508611565477,2023-05-27,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",28.46,69.32,11.73,24.496,84.526,0.035018469999999996,-0.01699656999999999,4,Severely Stressed
20230530T045701_20230530T050859_T44RRN_2_45_0,3914,3188,1,1,441,2044,0.8556634995195901,0.64507043,-0.999022,0.9674109837054918,2023-05-30,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",26.71,68.05,5.87,24.496,84.526,0.41757769999999994,-0.72439393,2,Moderately Stressed
20230530T045701_20230530T050859_T45RTH_2_45_0,3922,3207,1,1,414,2016,0.8912874151552242,0.65925926,-0.9990084,0.9886854556675582,2023-05-30,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",26.71,68.05,5.87,24.496,84.526,0.42600291,-0.71689556,2,Moderately Stressed
20230601T044659_20230601T045722_T44RRN_2_45_0,4336,3667,1688,1912,2106,3220,0.8711291836096341,0.2091626,-0.2548714,0.3137144466347508,2023-06-01,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",23.97,74.53,6.96,24.496,84.526,-0.43590783,0.7441506,4,Severely Stressed
20230601T044659_20230601T045722_T45RTH_2_45_0,4356,3697,1686,1915,2104,3200,0.8616352201257861,0.2066365,-0.2512219,0.3099255349231784,2023-06-01,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",23.97,74.53,6.96,24.496,84.526,-0.45262276,0.7477865,4,Severely Stressed
20230604T045659_20230604T050222_T44RRN_2_45_0,3847,3225,1502,1692,1976,2814,0.6150910158543746,0.17494781,-0.24900132,0.2623943220958146,2023-06-04,24.495983794393656,84.52630158517199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52630158517199,24.495983794393656]}",30.86,47.67,0.04,24.496,84.526,-0.034214789999999995,0.0058700800000000275,4,Severely Stressed
20230604T045659_20230604T050222_T45RTH_2_45_0,3836,3231,1480,1676,1912,2782,0.6893819334389857,0.185343,-0.24809332,0.2779848759186282,2023-06-04,24.495981772723027,84.52635387703498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52635387703498,24.495981772723027]}",30.86,47.67,0.04,24.496,84.526,-0.021293499999999993,0.003128579999999992,4,Severely Stressed
